Frame,velocity,acceleration,x1,y1,x2,y2,xc,yc,deltaY
304,-15,13,1147.318603515625,370.9573059082031,1167.407470703125,390.4375305175781,1157,380,-15
305,-16,-1,1151.07275390625,354.2802429199219,1170.1168212890625,373.8258361816406,1160,364,-16
306,-18,-1,1151.1590576171875,334.4173278808594,1175.4898681640625,359.5089111328125,1163,346,-18
307,-9,9,1156.18701171875,329.532470703125,1170.043701171875,344.52899169921875,1163,337,-9
308,-11,-2,1152.1231689453125,311.1164855957031,1181.9627685546875,341.49542236328125,1167,326,-11
309,-7,4,1157.710205078125,308.9901123046875,1177.2281494140625,329.8460388183594,1167,319,-7
310,-4,2,1159.8282470703125,305.9241027832031,1177.66162109375,324.3226318359375,1168,315,-4
311,-5,-1,1161.8997802734375,301.5133972167969,1182.5687255859375,321.8426513671875,1172,311,-4
312,2,7,1162.4842529296875,299.8919372558594,1186.0096435546875,323.0539855957031,1174,311,0
313,0,-2,1162.5660400390625,299.315185546875,1186.823486328125,323.1129455566406,1174,311,0
314,2,2,1162.538818359375,297.4465026855469,1189.582763671875,327.8109130859375,1176,312,1
315,3,0,1162.730712890625,300.5932922363281,1189.8372802734375,331.3284606933594,1176,315,3
316,5,2,1163.5394287109375,305.51849365234375,1190.2391357421875,335.1568908691406,1176,320,5
317,9,4,1162.75390625,309.88421630859375,1191.677978515625,349.0029602050781,1177,329,9
318,1,-8,1167.3721923828125,318.9158935546875,1189.209716796875,340.76092529296875,1178,329,0
319,-18,-19,1166.8521728515625,298.47125244140625,1190.4310302734375,324.0296630859375,1178,311,-18
320,-22,-4,1167.8233982852253,278.14209443445986,1189.469494933588,301.19242934469617,1178,289,-22
321,-11,10,1167.272705078125,266.1900634765625,1191.4598388671875,291.68072509765625,1179,278,-11
322,-16,-4,1167.6505126953125,251.50282287597656,1189.835205078125,274.0908508300781,1178,262,-16
323,-10,5,1166.63720703125,237.95635986328125,1191.972412109375,267.87176513671875,1179,252,-10
324,-12,-1,1168.05810546875,229.1732940673828,1190.1783447265625,251.7315216064453,1179,240,-12
325,-12,0,1168.1769516758186,216.83879357556074,1189.8230483241814,239.8891284857971,1179,228,-12
326,-6,6,1168.4481201171875,210.25062561035156,1191.1832275390625,234.3622283935547,1179,222,-6
327,-6,0,1168.7222900390625,205.43902587890625,1191.1097412109375,228.19509887695312,1179,216,-6
328,615,621,848.6983032226562,731.5748291015625,866.774658203125,750.0521850585938,857,740,524
329,-161,-776,920.4205541950363,585.1078759560479,942.0666508433989,608.1582108662843,931,596,-144
330,-141,20,985.8751132726024,458.71286532350643,1007.521209920965,481.76320023374274,996,470,-126
331,-120,21,1041.1485941315027,351.97786780287095,1062.7946907798655,375.02820271310725,1051,363,-107
332,-92,27,1083.8324019907209,269.5539629712776,1105.4784986390837,292.6042978815139,1094,281,-82
333,-51,41,1111.6356201171875,227.82591247558594,1125.76806640625,244.34678649902344,1118,236,-45
334,16,67,1091.4954833984375,231.02203369140625,1118.2955322265625,260.2313232421875,1104,245,9
335,23,6,1076.2442626953125,250.6787109375,1095.059814453125,269.1500244140625,1085,259,14
336,18,-4,1060.3775634765625,260.19818115234375,1077.971435546875,279.0281982421875,1069,269,10
337,19,0,1039.9193115234375,269.1107482910156,1069.941650390625,296.24395751953125,1054,282,13
338,35,15,1017.9655339089564,295.03980370233745,1039.6116305573191,318.09013861257375,1028,306,24
339,19,-16,1004.9474487304688,309.1934814453125,1026.144775390625,331.94287109375,1015,320,14
340,26,7,989.2139282226562,331.1589660644531,1004.8339233398438,347.4441833496094,997,339,19
341,22,-3,967.4859008789062,342.1026611328125,997.834716796875,370.4710998535156,982,356,17
342,51,28,941.0243774726116,385.72127838889156,962.6704741209742,408.77161329912786,951,397,41
343,44,-6,914.441299839577,422.0849223208728,936.0873964879396,445.1352572311091,925,433,36
344,38,-5,891.9930662340465,452.79241168692863,913.6391628824091,475.84274659716493,902,464,31
345,29,-9,874.6578799004178,476.5056382753831,896.3039765487804,499.5559731856194,885,488,24
346,15,-13,867.9863891601562,492.4684753417969,884.3589477539062,509.7876892089844,876,501,13
347,40,24,842.8037109375,524.842041015625,861.3966064453125,545.1173095703125,852,534,33
348,43,2,822.9946899414062,563.4293212890625,837.6416625976562,579.8125,830,571,37
349,36,-6,800.0315551757812,592.498291015625,816.251953125,609.265625,808,600,29
350,19,-16,778.4445190429688,592.8729858398438,801.4092407226562,616.9356079101562,789,604,4
351,19,0,758.0597534179688,593.9426879882812,782.5347290039062,620.3778076171875,770,607,3
352,21,2,737.5944213867188,597.6925048828125,762.3544311523438,624.5918579101562,749,611,4
353,18,-2,725.0953369140625,610.1702270507812,739.7135620117188,627.8988037109375,732,619,8
354,33,14,692.086854252516,622.9895511706433,713.7329509008786,646.0398860808797,702,634,15
355,17,-16,679.9796142578125,634.5792846679688,695.4203491210938,652.1016235351562,687,643,9
356,25,7,655.30859375,644.81689453125,678.5928344726562,669.7305908203125,666,657,14
357,25,0,634.5252685546875,660.260986328125,656.7927856445312,682.2779541015625,645,671,14
358,29,3,609.5208129882812,677.3546142578125,636.96923828125,703.5128173828125,623,690,19
359,46,16,581.4554609782115,713.4631969504901,603.101557626574,736.5135318607265,592,724,34
360,41,-4,554.3708158426668,744.3095983548603,576.0169124910294,767.3599332650967,565,755,31
361,34,-6,531.4990306596735,770.3580203688249,553.1451273080361,793.4083552790613,542,781,26
362,26,-7,513.8367653386179,790.4733780955828,535.4828619869804,813.5237130058192,524,801,20
363,15,-11,508.2942810058594,804.8089599609375,523.6981811523438,822.120849609375,515,813,12
364,-99,-114,573.3467388823384,729.7192589007352,594.992835530701,752.7695938109716,584,741,-72
365,-54,45,606.0219116210938,685.9237060546875,638.297607421875,719.2472534179688,622,702,-39
366,-55,-1,646.7051391601562,646.4468383789062,676.4951171875,678.21533203125,661,662,-40
367,-67,-11,697.2694702148438,602.3509521484375,718.7420043945312,626.9593505859375,708,614,-48
368,-38,28,723.7868041992188,574.305908203125,747.38232421875,598.9345092773438,735,586,-28
369,-48,-9,756.8955688476562,538.783447265625,781.921142578125,565.3815307617188,769,552,-34
370,-38,9,788.2219848632812,515.7884521484375,806.9924926757812,535.0401611328125,797,525,-27
371,-37,1,816.2735595703125,490.603271484375,833.69970703125,509.07733154296875,824,499,-26
372,-33,4,840.0749975186536,466.86274306749203,861.7210941670162,489.91307797772834,850,478,-21
373,-32,0,865.517269160631,447.3662196896724,887.1633658089936,470.4165545999087,876,458,-20
374,-30,2,889.4151402582298,429.0531771637951,911.0612369065924,452.1035120740314,900,440,-18
375,-27,2,911.6614793915589,412.0057107627113,933.3075760399215,435.0560456729476,922,423,-17
376,-25,2,932.1231278066564,396.32586061853345,953.769224455019,419.37619552876976,942,407,-16
377,-23,2,950.6282245181402,382.14532455158115,972.2743211665028,405.19565946181746,961,393,-14
378,-20,3,966.9426665015336,369.6434967273504,988.5887631498962,392.6938316375867,977,381,-12
379,-17,2,980.7194913614203,359.08625593798064,1002.3655880097829,382.13659084821694,991,370,-11
380,-13,4,991.3583607811089,350.9336440457193,1013.0044574294715,373.9839789559556,1002,362,-8
381,-7,6,995.5660400390625,345.4001770019531,1022.3800048828125,371.291748046875,1008,358,-4
382,-13,-6,1014.6780395507812,346.4918518066406,1028.1497802734375,363.0311279296875,1021,354,-4
383,-11,2,1019.2897338867188,338.57586669921875,1045.586181640625,363.69830322265625,1032,351,-3
384,-9,1,1028.920166015625,334.3167419433594,1052.8157958984375,359.58062744140625,1040,346,-5
385,-11,-1,1039.8798828125,333.3593444824219,1062.8255615234375,357.95416259765625,1051,345,-1
386,-9,1,1048.9993896484375,332.3818664550781,1071.74072265625,356.5966491699219,1060,344,-1
387,-9,0,1059.7535400390625,333.0892639160156,1078.3018798828125,353.50762939453125,1069,343,-1
388,10,19,1065.1619873046875,327.8873596191406,1093.7938232421875,359.3063049316406,1079,343,0
389,6,-3,1074.2431640625,333.1144714355469,1097.102783203125,357.5487976074219,1085,345,2
390,8,1,1081.2626953125,334.5526428222656,1105.921630859375,360.2415466308594,1093,347,2
391,7,0,1089.2890625,338.04400634765625,1112.005126953125,363.038818359375,1100,350,3
392,-11,-18,1093.552490234375,327.0724182128906,1118.0333251953125,354.4455871582031,1105,340,-10
393,-10,0,1099.0167236328125,321.1496887207031,1118.1739501953125,340.1990051269531,1108,330,-10
394,-11,-1,1103.67333984375,308.9880065917969,1122.2879638671875,329.3944091796875,1112,319,-11
395,-10,0,1110.210205078125,302.3090515136719,1123.7777099609375,317.5043640136719,1116,309,-10
396,125,136,1025.498634521958,394.8594423996004,1047.1447311703207,417.9097773098367,1036,406,97
397,113,-12,953.439192641774,482.93209358649216,975.0852892901365,505.98242849672846,964,494,88
398,100,-12,889.9102307433789,560.5786025734194,911.5563273917414,583.6289374836558,900,572,78
399,83,-17,836.2628315558671,626.1476460248225,857.9089282042297,649.1979809350589,847,637,65
400,66,-17,794.8347317965631,676.7819901750831,816.4808284449257,699.8323250853196,805,688,51
401,35,-30,775.6261596679688,707.4862060546875,792.1060180664062,725.5845947265625,783,716,28
402,11,-24,783.6621145088077,704.7141067705691,805.3082111571703,727.7644416808055,794,716,0
403,10,-1,794.0490610861315,704.9305014909299,815.695157734494,727.9808364011664,804,716,0
404,10,0,803.2063889273415,705.1212791542886,824.8524855757041,728.171614064525,814,716,0
405,7,-3,810.9393473687848,705.282382455152,832.5854440171473,728.3327173653884,821,716,0
406,6,-1,816.9109653521078,705.4067911631378,838.5570620004704,728.4571260733742,827,716,0
407,4,-1,823.5952758789062,708.1047973632812,840.2708740234375,726.1476440429688,831,717,1
408,-92,-96,856.5103766244166,620.834467607807,878.1564732727792,643.8848025180434,867,632,-85
409,-84,7,889.9289882242338,542.9842928582331,911.5750848725963,566.0346277684695,900,554,-78
410,-76,8,920.1520976762484,472.57818561206255,941.798194324611,495.62852052229886,930,484,-70
411,-67,8,946.7973605138455,410.5068346835693,968.4434571622081,433.5571695938056,957,422,-62
412,-57,9,969.2981067749121,358.0903235072212,990.9442034232746,381.14065841745753,980,369,-53
413,-43,14,986.6738449258725,317.6127516782795,1008.319941574235,340.6630865885158,997,329,-40
414,-24,19,994.0983276367188,293.9976501464844,1021.324462890625,320.07525634765625,1007,307,-22
415,15,39,986.0963745117188,307.8135070800781,1002.3689575195312,325.7137145996094,994,316,9
416,13,-2,971.3209228515625,311.95355224609375,998.3383178710938,338.5484619140625,984,325,9
417,16,3,963.6253662109375,326.7226867675781,977.2974853515625,341.8018798828125,970,334,9
418,13,-3,945.2385864257812,327.24969482421875,974.4735717773438,358.2933044433594,959,342,8
419,22,9,934.5364379882812,349.7579040527344,953.6390991210938,369.3316955566406,944,359,17
420,16,-5,919.6428833007812,357.5673522949219,945.87109375,384.73828125,932,371,12
421,15,-1,914.68359375,375.6698303222656,931.7808837890625,393.9287414550781,923,384,13
422,33,18,893.4027073606143,401.20511551208864,915.0488040089768,424.25545042232494,904,412,28
423,31,-2,876.8509797777815,426.53427438884796,898.4970764261441,449.58460929908426,887,438,26
424,25,-5,862.8737777215077,447.92362905072133,884.5198743698703,470.97396396095763,873,459,21
425,19,-5,852.0801711364181,464.4411179157827,873.7262677847807,487.491452826019,862,475,16
426,11,-8,846.8963012695312,473.89947509765625,867.8236083984375,496.201904296875,857,485,10
427,24,13,836.5559692382812,497.5783996582031,855.8095092773438,517.5979614257812,846,507,22
428,24,0,817.44140625,509.24517822265625,853.1407470703125,549.3023071289062,835,529,22
429,34,9,810.7672119140625,549.1549682617188,833.314453125,573.2877197265625,822,561,32
430,31,-2,799.9026489257812,578.4069213867188,819.9069213867188,601.8499145507812,809,590,29
431,31,0,787.34619140625,609.6590576171875,807.9378662109375,630.2003784179688,797,619,29
432,40,9,771.6967163085938,645.4537963867188,795.1836547851562,670.1768798828125,783,657,38
433,24,-16,759.0918723046157,666.2402845904867,780.7379689529782,689.2906195007231,769,677,20
434,21,-2,747.5558197468837,684.5474984321048,769.2019163952463,707.5978333423412,758,696,19
435,18,-3,737.8141334652383,700.0071310094985,759.4602301136009,723.0574659197349,748,711,15
436,13,-4,730.2913167544183,711.9455140505825,751.9374134027809,734.9958489608189,741,723,12
437,8,-5,724.9183349609375,717.3359985351562,749.7611694335938,743.6202392578125,737,730,7
438,7,0,716.4788818359375,718.3010864257812,743.64599609375,748.1531982421875,730,733,3
439,8,0,712.4876708984375,728.2279052734375,733.8187866210938,749.7030639648438,723,738,5
440,9,0,705.1951904296875,733.3434448242188,724.8262939453125,753.1234130859375,715,743,5
441,11,1,696.0599365234375,740.029052734375,716.4530639648438,761.9498901367188,706,750,7
442,15,3,690.322265625,753.93701171875,711.6004028320312,775.2935180664062,700,764,14
443,14,0,680.2791137695312,763.3363037109375,708.003173828125,791.0093994140625,694,777,13
444,15,0,679.4651489257812,782.1227416992188,696.7109985351562,800.7954711914062,688,791,14
445,-48,-64,686.007080078125,730.421630859375,709.7684936523438,755.7844848632812,697,743,-48
446,-47,1,697.5932006835938,687.461181640625,714.0966796875,705.4070434570312,705,696,-47
447,-46,0,704.214599609375,639.56103515625,725.42919921875,661.7061767578125,714,650,-46
448,-52,-5,713.3776245117188,587.510986328125,734.2601318359375,608.5615234375,723,598,-52
449,-38,14,721.0805053710938,549.6262817382812,740.6605224609375,571.3693237304688,730,560,-38
450,-36,2,729.0541381835938,516.1039428710938,744.7964477539062,532.4002075195312,736,524,-36
451,-28,7,730.9034423828125,485.650634765625,753.3084106445312,508.1078796386719,742,496,-28
452,-32,-3,734.5904506422195,453.46888360007455,756.236547290582,476.51921851031085,745,464,-32
453,-27,4,737.59985565728,426.13345471327483,759.2459523056426,449.18378962351113,748,437,-27
454,-23,4,740.141165122057,403.04989374155014,761.7872617704196,426.10022865178644,750,414,-23
455,-18,4,742.1036390466188,385.22408892678095,763.7497356949814,408.27442383701725,752,396,-18
456,-9,8,745.92919921875,377.7351379394531,763.3119506835938,396.3197937011719,754,387,-9
457,-13,-3,741.4003295898438,358.5337829589844,770.0856323242188,389.606689453125,755,374,-13
458,-13,0,748.31640625,353.2795715332031,762.6420288085938,368.9837951660156,755,361,-13
459,-13,0,743.7801513671875,334.7030029296875,770.8342895507812,363.12188720703125,757,348,-13
460,-8,4,747.643310546875,331.921875,764.0219116210938,349.5574951171875,755,340,-8
461,-9,0,750.8554077148438,324.0943298339844,764.2288818359375,339.3970947265625,757,331,-9
462,-6,3,743.42529296875,311.02984619140625,770.3077392578125,339.07940673828125,756,325,-6
463,-6,0,746.378173828125,309.31243896484375,765.3532104492188,330.3923034667969,755,319,-6
464,-2,3,746.5585327148438,308.1130676269531,762.8192138671875,326.09063720703125,754,317,-2
465,-2,0,746.739990234375,307.0977478027344,761.936279296875,324.0583190917969,754,315,-2
466,-2,0,745.9636840820312,305.05291748046875,761.4650268554688,322.349609375,753,313,-2
467,-2,0,744.0281982421875,302.7012023925781,761.3329467773438,321.2323913574219,752,311,-2
468,3,5,739.6680908203125,300.94732666015625,759.8419799804688,321.38372802734375,749,311,0
469,-1,-4,737.3733520507812,299.7747802734375,758.94140625,321.4750671386719,748,310,-1
470,2,3,734.614013671875,299.27984619140625,758.2329711914062,323.6737976074219,746,311,1
471,2,0,734.033935546875,300.7122497558594,757.9698486328125,326.8542175292969,746,313,2
472,3,1,731.2694702148438,301.53326416015625,757.8029174804688,330.8804626464844,744,316,3
473,2,-1,729.1539306640625,302.8930358886719,757.795166015625,334.2288818359375,743,318,2
474,6,4,726.9494018554688,310.6099853515625,752.5896606445312,336.9563903808594,739,323,5
475,-5,-12,727.2155151367188,308.3531188964844,746.2171020507812,328.58306884765625,736,318,-5
476,-11,-5,726.6311645507812,298.3860778808594,741.8234252929688,316.4888916015625,734,307,-11
477,-15,-4,718.1645932692887,281.80476416343635,739.8106899176513,304.85509907367265,728,293,-14
478,-11,3,714.2939026628474,271.24833523677813,735.9399993112099,294.29867014701443,725,282,-11
479,-5,6,710.8213500976562,264.0879821777344,736.7789306640625,291.08642578125,723,277,-5
480,-10,-4,708.6224975585938,253.76712036132812,734.3400268554688,281.80352783203125,721,267,-10
481,-7,2,706.0623168945312,251.4953155517578,726.945556640625,271.58984375,716,261,-6
482,-5,2,705.1136474609375,247.805419921875,722.0968627929688,267.14263916015625,713,257,-4
483,-6,-1,696.6448364257812,238.76651000976562,723.324951171875,267.23272705078125,709,252,-5
484,-4,2,700.0874633789062,236.4882354736328,724.6253051757812,263.4971008300781,712,249,-3
485,13,17,686.957763671875,237.46788024902344,712.3394775390625,268.3291015625,699,252,3
486,8,-5,681.8411865234375,245.6040802001953,702.6739501953125,267.77227783203125,692,256,4
487,9,1,678.7047119140625,254.83872985839844,691.7067260742188,269.1819763183594,685,262,6
488,11,2,665.8331909179688,258.52734375,687.3343505859375,280.9574890136719,676,269,7
489,20,8,654.312042313807,275.3493608501271,675.9581389621695,298.3996957603634,665,286,17
490,18,-2,645.1371067842102,290.4436096246249,666.7832034325728,313.4939445348612,655,301,15
491,13,-4,638.0519516758187,302.09983254488185,659.6980483241813,325.15016745511815,648,313,12
492,7,-6,633.1168823242188,307.8150634765625,657.2429809570312,333.5816345214844,645,320,7
493,20,12,628.2691040039062,330.5199279785156,642.9569091796875,346.49139404296875,635,338,18
494,20,0,618.271240234375,347.50091552734375,638.1748046875,366.8068542480469,628,357,19
495,52,32,604.221150188321,396.4883009019041,625.8672468366835,419.5386358121404,615,408,51
496,48,-3,592.0517936830843,444.40514214127364,613.6978903314468,467.45547705150994,602,455,47
497,46,-2,580.7234359919642,489.01055055005935,602.3695326403267,512.0608854602957,591,500,45
498,42,-4,570.3038846758155,530.037533857394,591.9499813241781,553.0878687676304,581,541,41
499,38,-3,560.8806553795224,567.1414992115485,582.526752027885,590.191834121785,571,578,37
500,33,-4,552.5729588542088,599.853054279971,574.2190555025713,622.9033891902075,563,611,33
501,28,-5,545.5574764898815,627.4765160895096,567.2035731382441,650.526850999746,556,639,28
502,21,-7,540.1399146387816,648.808165878215,561.7860112871442,671.8585007884515,550,660,21
503,12,-9,538.1381225585938,662.2271728515625,558.3059692382812,681.9262084960938,548,672,12
504,9,-2,532.0494384765625,668.4343872070312,548.8473510742188,686.7017822265625,540,677,5
505,6,-3,524.3223876953125,668.2381591796875,544.763916015625,690.1095581054688,534,679,2
506,5,-1,517.2984008789062,667.7040405273438,543.7509155273438,697.9239501953125,530,682,3
507,13,8,511.7083740234375,682.5327758789062,528.7306518554688,701.3004760742188,520,691,9
508,19,6,499.7139661024536,696.9988799029653,521.3600627508162,720.0492148132017,510,708,17
509,17,-2,491.7228932218371,711.7971630152181,513.3689898701997,734.8474979254545,502,723,15
510,12,-4,485.5519516758187,723.2248325448818,507.1980483241813,746.2751674551182,496,734,11
511,7,-4,485.9041442871094,732.8864135742188,501.01153564453125,749.86083984375,493,741,7
512,24,16,476.0244140625,753.7510986328125,496.84112548828125,774.5291748046875,486,764,23
513,23,0,463.78546142578125,772.0822143554688,493.236328125,800.3276977539062,478,786,22
514,25,1,462.5972900390625,801.134765625,477.719970703125,818.9249267578125,470,810,24
515,41,16,445.9888000488281,836.109375,472.4100036621094,865.8013916015625,459,850,40
516,20,-21,444.4560241699219,855.9797973632812,470.3544616699219,884.5940551757812,457,870,20
517,-111,-131,486.25664145903573,755.0433750398056,507.9027381073983,778.093709950042,497,766,-104
518,-60,51,507.63153076171875,698.3618774414062,530.4080810546875,722.542236328125,519,710,-56
519,-57,2,529.9323120117188,645.63525390625,553.0962524414062,669.9273071289062,541,657,-53
520,-66,-9,560.2240600585938,587.578369140625,577.6298828125,605.8900146484375,568,596,-61
521,-48,18,581.4578857421875,544.0882568359375,596.3465576171875,560.3884887695312,588,552,-44
522,-48,0,599.4453735351562,498.5101318359375,619.073486328125,519.0831298828125,609,508,-44
523,-42,6,620.0802367102239,460.0641769032732,641.7263333585864,483.1145118135095,630,471,-37
524,-37,4,639.3905855568622,427.9638567426278,661.0366822052248,451.0141916528641,650,439,-32
525,-31,6,655.6973212891814,400.85655578500604,677.343417937544,423.90689069524234,666,412,-27
526,-24,6,668.2898623051193,379.92350058968077,689.9359589534819,402.9738354999171,679,391,-21
527,-13,11,678.96337890625,371.3446960449219,694.216064453125,388.841796875,686,380,-11
528,-18,-5,684.7332763671875,351.1965637207031,710.7396240234375,379.0560607910156,697,365,-15
529,-17,0,702.9559936523438,344.0118408203125,717.9268798828125,362.6856994628906,710,353,-12
530,-15,2,708.4490356445312,328.1221008300781,733.8908081054688,356.7023010253906,721,342,-11
531,-13,2,725.2200317382812,326.4439392089844,738.4891357421875,341.0327453613281,731,333,-9
532,-11,1,726.95361328125,313.6506042480469,756.9823608398438,341.95416259765625,741,327,-6
533,-8,3,736.5372314453125,309.83416748046875,760.884765625,335.8994140625,748,322,-5
534,-8,0,747.3366088867188,308.84893798828125,765.3794555664062,328.4712829589844,756,318,-4
535,9,17,753.8564453125,305.8738098144531,777.7386474609375,331.0509033203125,765,318,0
536,-7,-16,762.1087036132812,306.2061767578125,783.437255859375,328.76507568359375,772,317,-1
537,7,14,770.98095703125,308.2904968261719,787.877197265625,326.6917724609375,779,317,0
538,9,2,776.9796752929688,307.3970031738281,799.3639526367188,331.2466735839844,788,319,2
539,5,-4,781.5015258789062,307.30364990234375,806.3478393554688,334.5377502441406,793,320,1
540,6,1,786.1188354492188,310.3787536621094,811.0629272460938,337.7646789550781,798,324,4
541,9,3,799.3108520507812,320.34405517578125,814.1526489257812,338.54034423828125,806,329,5
542,7,-2,802.3330078125,323.7983093261719,822.2698974609375,342.594482421875,812,333,4
543,-13,-20,801.8333129882812,307.3634033203125,827.0117797851562,333.60736083984375,814,320,-13
544,-14,-1,807.0238647460938,294.28216552734375,830.6613159179688,317.9898376464844,818,306,-14
545,-21,-6,809.1162915040389,274.4349876532733,830.7623881524015,297.4853225635096,819,285,-21
546,-10,10,809.2020263671875,261.6918640136719,833.94140625,289.44775390625,821,275,-10
547,-10,0,815.045166015625,256.6318359375,832.8834838867188,275.19671630859375,823,265,-10
548,-13,-2,814.2500610351562,238.702880859375,842.3919067382812,268.4902038574219,828,253,-12
549,-9,4,820.3779296875,235.8258819580078,836.7689819335938,253.8036346435547,828,244,-9
550,-7,1,823.1839599609375,229.2198944091797,837.5846557617188,245.8011016845703,830,237,-7
551,-5,2,824.7368774414062,223.50782775878906,841.8231811523438,243.66920471191406,833,233,-4
552,5,10,821.1967163085938,225.67396545410156,835.9011840820312,243.6697540283203,828,234,1
553,11,6,805.6217651367188,225.94264221191406,829.7583618164062,251.10659790039062,817,238,4
554,15,3,795.2341918945312,236.18295288085938,812.0407104492188,254.40817260742188,803,245,7
555,14,0,779.4537963867188,242.62257385253906,806.0546264648438,268.3020935058594,792,255,10
556,18,3,770.7026977539062,259.318359375,786.0540771484375,276.34051513671875,778,267,12
557,14,-3,753.8695678710938,265.50103759765625,782.190673828125,292.1229248046875,768,278,11
558,29,14,737.1371067842102,287.80757065530383,758.7832034325728,310.85790556554014,747,299,21
559,15,-14,728.5975952148438,302.63995361328125,745.8104248046875,320.3298645019531,737,311,12
560,22,7,711.1243286132812,316.8041687011719,733.941650390625,340.597412109375,722,328,17
561,27,5,700.4708251953125,341.47442626953125,717.3986206054688,362.9092102050781,708,352,24
562,48,21,672.4290841694128,383.428027872092,694.0751808177754,406.4783627823283,683,394,42
563,43,-4,650.6108978102242,421.2963743116035,672.2569944585867,444.3467092218398,661,432,38
564,36,-7,632.1864041905907,453.27451841004785,653.8325008389533,476.32485332028415,643,464,32
565,29,-7,617.958468237518,477.9689819607831,639.6045648858806,501.0193168710194,628,489,25
566,15,-13,604.9231567382812,485.5878601074219,637.1506958007812,521.9815063476562,621,503,14
567,41,25,590.6104125976562,525.47705078125,616.0774536132812,555.3790893554688,603,540,37
568,54,13,566.07958984375,576.1573486328125,592.1701049804688,603.1780395507812,579,589,49
569,65,11,539.7333008619228,636.9479206103006,561.3793975102853,659.998255520537,550,648,59
570,36,-29,524.385498046875,668.8729858398438,547.4029541015625,694.2250366210938,535,681,33
571,345,309,778.2156372070312,898.4989013671875,807.0536499023438,927.3123779296875,792,912,231
572,-19,-364,763.0411987304688,898.1904296875,784.1668090820312,919.0005493164062,773,908,-4
573,-238,-218,561.7785027597336,769.1248504917567,583.4245994080961,792.1751854019931,572,780,-128
574,-129,109,449.24853515625,694.6607055664062,477.861328125,728.9791259765625,463,711,-69
575,20,149,437.5548095703125,711.77294921875,451.7433776855469,727.3916625976562,444,719,8
576,23,2,411.77142333984375,718.443603515625,437.0899658203125,744.9766845703125,424,731,12
577,25,2,393.0135498046875,736.1920166015625,413.0199279785156,757.17626953125,403,746,15
578,26,0,369.2298889160156,749.5103759765625,396.9185791015625,777.328857421875,383,763,17
579,33,6,345.91571044921875,773.3904418945312,372.92315673828125,799.4159545898438,359,786,23
580,32,0,321.7482604980469,794.5017700195312,349.77996826171875,821.9628295898438,335,808,22
581,50,18,293.7939610337026,836.5545223280989,315.4400576820652,859.6048572383353,304,848,40
582,27,-23,274.3579406738281,855.446044921875,302.0515441894531,885.134033203125,288,870,22
583,76,49,235.2554086393859,922.7241539376755,256.9015052877485,945.7744888479119,246,934,64
584,59,-17,202.88235993096725,972.3393698929693,224.52845657932983,995.3897048032057,213,983,49
585,32,-26,184.58908081054688,999.228515625,207.89300537109375,1022.96923828125,196,1011,28
586,42,9,159.81112670898438,1033.5889892578125,185.22227478027344,1059.5267333984375,172,1046,35
587,0,-42,159.81112670898438,1033.5889892578125,185.22227478027344,1059.5267333984375,172,1046,0
588,0,0,159.81112670898438,1033.5889892578125,185.22227478027344,1059.5267333984375,172,1046,0
589,0,0,159.81112670898438,1033.5889892578125,185.22227478027344,1059.5267333984375,172,1046,0
590,0,0,159.81112670898438,1033.5889892578125,185.22227478027344,1059.5267333984375,172,1046,0
