frame,multi_ball_position,single_ball_position,clean_ball_position,complete_ball_position,centre_point,x,y,x_diff,y_diff,velocity
49,{},{},{},"{1: [960.0, 387.0, 985.0, 412.0]}","(972, 399)",972,399,33,-10,34.48
50,{},{},{},"{1: [990.0, 378.0, 1015.0, 403.0]}","(1002, 390)",1002,390,30,-9,31.32
51,"{1: [1017, 374, 1036, 394]}","{1: [1017, 374, 1036, 394]}","{1: [1017, 374, 1036, 394]}","{1: [1017.0, 374.0, 1036.0, 394.0]}","(1026, 384)",1026,384,24,-6,24.74
52,{},{},{},"{1: [1042.0, 376.0, 1060.0, 396.0]}","(1051, 386)",1051,386,25,2,25.08
53,"{1: [1062, 378, 1080, 398]}","{1: [1062, 378, 1080, 398]}","{1: [1062, 378, 1080, 398]}","{1: [1062.0, 378.0, 1080.0, 398.0]}","(1071, 388)",1071,388,20,2,20.1
54,{},{},{},"{1: [1083.0, 377.0, 1099.0, 395.0]}","(1091, 386)",1091,386,20,-2,20.1
55,{},{},{},"{1: [1102.0, 375.0, 1118.0, 393.0]}","(1110, 384)",1110,384,19,-2,19.1
56,{},{},{},"{1: [1118.0, 391.0, 1138.0, 411.0]}","(1127, 383)",1127,383,17,-1,17.03
57,"{1: [1134, 374, 1149, 390]}","{1: [1134, 374, 1149, 390]}","{1: [1134, 374, 1149, 390]}","{1: [1134.0, 374.0, 1149.0, 390.0]}","(1141, 382)",1141,382,14,-1,14.04
58,"{1: [1142, 349, 1167, 375]}","{1: [1142, 349, 1167, 375]}","{1: [1142, 349, 1167, 375]}","{1: [1142.0, 349.0, 1167.0, 375.0]}","(1154, 362)",1154,362,13,-20,23.85
59,"{1: [1154, 334, 1177, 358]}","{1: [1154, 334, 1177, 358]}","{1: [1154, 334, 1177, 358]}","{1: [1154.0, 334.0, 1177.0, 358.0]}","(1165, 346)",1165,346,11,-16,19.42
60,"{1: [1166, 319, 1189, 341]}","{1: [1166, 319, 1189, 341]}","{1: [1166, 319, 1189, 341]}","{1: [1166.0, 319.0, 1189.0, 341.0]}","(1177, 330)",1177,330,12,-16,20.0
61,"{1: [1178, 308, 1195, 328]}","{1: [1178, 308, 1195, 328]}","{1: [1178, 308, 1195, 328]}","{1: [1178.0, 308.0, 1195.0, 328.0]}","(1186, 318)",1186,318,9,-12,15.0
62,"{1: [1184, 297, 1204, 318]}","{1: [1184, 297, 1204, 318]}","{1: [1184, 297, 1204, 318]}","{1: [1184.0, 297.0, 1204.0, 318.0]}","(1194, 307)",1194,307,8,-11,13.6
63,{},{},{},"{1: [1184.0, 292.0, 1202.0, 311.0]}","(1193, 301)",1193,301,-1,-6,6.08
64,{},{},{},"{1: [1184.0, 286.0, 1201.0, 306.0]}","(1192, 296)",1192,296,-1,-5,5.1
65,{},{},{},"{1: [1183.0, 281.0, 1201.0, 301.0]}","(1192, 291)",1192,291,0,-5,5.0
66,{},{},{},"{1: [1183.0, 277.0, 1200.0, 296.0]}","(1191, 286)",1191,286,-1,-5,5.1
67,{},{},{},"{1: [1182.0, 272.0, 1200.0, 291.0]}","(1191, 281)",1191,281,0,-5,5.0
68,{},{},{},"{1: [1182.0, 267.0, 1200.0, 286.0]}","(1191, 276)",1191,276,0,-5,5.0
69,{},{},{},"{1: [1182.0, 262.0, 1199.0, 282.0]}","(1190, 272)",1190,272,-1,-4,4.12
70,{},{},{},"{1: [1181.0, 258.0, 1199.0, 277.0]}","(1190, 267)",1190,267,0,-5,5.0
71,{},{},{},"{1: [1181.0, 253.0, 1198.0, 273.0]}","(1189, 263)",1189,263,-1,-4,4.12
72,{},{},{},"{1: [1180.0, 249.0, 1198.0, 269.0]}","(1189, 259)",1189,259,0,-4,4.0
73,{},{},{},"{1: [1180.0, 245.0, 1197.0, 265.0]}","(1188, 255)",1188,255,-1,-4,4.12
74,{},{},{},"{1: [1263.0, 270.0, 1283.0, 290.0]}","(1188, 251)",1188,251,0,-4,4.0
75,{},{},{},"{1: [1179.0, 238.0, 1197.0, 257.0]}","(1188, 247)",1188,247,0,-4,4.0
76,{},{},{},"{1: [1179.0, 234.0, 1196.0, 254.0]}","(1187, 244)",1187,244,-1,-3,3.16
77,"{1: [1181, 233, 1196, 251]}","{1: [1181, 233, 1196, 251]}","{1: [1181, 233, 1196, 251]}","{1: [1181.0, 233.0, 1196.0, 251.0]}","(1188, 242)",1188,242,1,-2,2.24
78,"{1: [1178, 211, 1196, 231]}","{1: [1178, 211, 1196, 231]}","{1: [1178, 211, 1196, 231]}","{1: [1178.0, 211.0, 1196.0, 231.0]}","(1187, 221)",1187,221,-1,-21,21.02
79,"{1: [1182, 205, 1197, 222]}","{1: [1182, 205, 1197, 222]}","{1: [1182, 205, 1197, 222]}","{1: [1182.0, 205.0, 1197.0, 222.0]}","(1189, 213)",1189,213,2,-8,8.25
80,"{1: [1178, 261, 1203, 289]}","{1: [1178, 261, 1203, 289]}","{1: [1178, 261, 1203, 289]}","{1: [1178.0, 261.0, 1203.0, 289.0]}","(1190, 275)",1190,275,1,62,62.01
81,"{1: [1166, 266, 1190, 291]}","{1: [1166, 266, 1190, 291]}","{1: [1166, 266, 1190, 291]}","{1: [1166.0, 266.0, 1190.0, 291.0]}","(1178, 278)",1178,278,-12,3,12.37
82,"{1: [1158, 272, 1173, 291]}","{1: [1158, 272, 1173, 291]}","{1: [1158, 272, 1173, 291]}","{1: [1158.0, 272.0, 1173.0, 291.0]}","(1165, 281)",1165,281,-13,3,13.34
83,{},{},{},"{1: [1137.0, 276.0, 1158.0, 298.0]}","(1147, 287)",1147,287,-18,6,18.97
84,{},{},{},"{1: [1121.0, 282.0, 1141.0, 305.0]}","(1131, 293)",1131,293,-16,6,17.09
85,{},{},{},"{1: [1106.0, 288.0, 1127.0, 310.0]}","(1116, 299)",1116,299,-15,6,16.16
86,"{1: [1093, 291, 1119, 317]}","{1: [1093, 291, 1119, 317]}","{1: [1093, 291, 1119, 317]}","{1: [1093.0, 291.0, 1119.0, 317.0]}","(1106, 304)",1106,304,-10,5,11.18
87,"{1: [1084, 303, 1099, 319]}","{1: [1084, 303, 1099, 319]}","{1: [1084, 303, 1099, 319]}","{1: [1084.0, 303.0, 1099.0, 319.0]}","(1091, 311)",1091,311,-15,7,16.55
88,"{1: [1065, 307, 1090, 332], 2: [1064, 301, 1093, 334]}","{1: [1065, 307, 1090, 332]}","{1: [1065, 307, 1090, 332]}","{1: [1065.0, 307.0, 1090.0, 332.0]}","(1077, 319)",1077,319,-14,8,16.12
89,"{1: [1051, 317, 1071, 339]}","{1: [1051, 317, 1071, 339]}","{1: [1051, 317, 1071, 339]}","{1: [1051.0, 317.0, 1071.0, 339.0]}","(1061, 328)",1061,328,-16,9,18.36
90,"{1: [1037, 330, 1054, 348]}","{1: [1037, 330, 1054, 348]}","{1: [1037, 330, 1054, 348]}","{1: [1037.0, 330.0, 1054.0, 348.0]}","(1045, 339)",1045,339,-16,11,19.42
91,"{1: [1018, 337, 1045, 364]}","{1: [1018, 337, 1045, 364]}","{1: [1018, 337, 1045, 364]}","{1: [1018.0, 337.0, 1045.0, 364.0]}","(1031, 350)",1031,350,-14,11,17.8
92,"{1: [1007, 354, 1025, 373]}","{1: [1007, 354, 1025, 373]}","{1: [1007, 354, 1025, 373]}","{1: [1007.0, 354.0, 1025.0, 373.0]}","(1016, 363)",1016,363,-15,13,19.85
93,"{1: [992, 370, 1007, 386]}","{1: [992, 370, 1007, 386]}","{1: [992, 370, 1007, 386]}","{1: [992.0, 370.0, 1007.0, 386.0]}","(999, 378)",999,378,-17,15,22.67
94,{},{},{},"{1: [971.0, 390.0, 989.0, 410.0]}","(980, 400)",980,400,-19,22,29.07
95,{},{},{},"{1: [953.0, 411.0, 971.0, 432.0]}","(962, 421)",962,421,-18,21,27.66
96,{},{},{},"{1: [936.0, 432.0, 954.0, 452.0]}","(945, 442)",945,442,-17,21,27.02
97,{},{},{},"{1: [920.0, 451.0, 938.0, 471.0]}","(929, 461)",929,461,-16,19,24.84
98,{},{},{},"{1: [905.0, 468.0, 924.0, 488.0]}","(914, 478)",914,478,-15,17,22.67
99,"{1: [893, 480, 915, 505], 2: [888, 478, 916, 508]}","{1: [893, 480, 915, 505]}","{1: [893, 480, 915, 505]}","{1: [893.0, 480.0, 915.0, 505.0]}","(904, 492)",904,492,-10,14,17.2
100,"{1: [872, 504, 901, 532], 2: [874, 507, 895, 530]}","{1: [872, 504, 901, 532]}","{1: [872, 504, 901, 532]}","{1: [872.0, 504.0, 901.0, 532.0]}","(886, 518)",886,518,-18,26,31.62
101,"{1: [856, 533, 878, 556]}","{1: [856, 533, 878, 556]}","{1: [856, 533, 878, 556]}","{1: [856.0, 533.0, 878.0, 556.0]}","(867, 544)",867,544,-19,26,32.2
102,"{1: [844, 565, 858, 581]}","{1: [844, 565, 858, 581]}","{1: [844, 565, 858, 581]}","{1: [844.0, 565.0, 858.0, 581.0]}","(851, 573)",851,573,-16,29,33.12
103,"{1: [822, 594, 840, 613]}","{1: [822, 594, 840, 613]}","{1: [822, 594, 840, 613]}","{1: [822.0, 594.0, 840.0, 613.0]}","(831, 603)",831,603,-20,30,36.06
104,{},{},{},"{1: [800.0, 628.0, 821.0, 650.0]}","(810, 639)",810,639,-21,36,41.68
105,"{1: [783, 655, 807, 680]}","{1: [783, 655, 807, 680]}","{1: [783, 655, 807, 680]}","{1: [783.0, 655.0, 807.0, 680.0]}","(795, 667)",795,667,-15,28,31.76
106,"{1: [767, 693, 787, 714]}","{1: [767, 693, 787, 714]}","{1: [767, 693, 787, 714]}","{1: [767.0, 693.0, 787.0, 714.0]}","(777, 703)",777,703,-18,36,40.25
107,"{1: [753, 700, 780, 727], 2: [755, 702, 777, 724]}","{1: [753, 700, 780, 727]}","{1: [753, 700, 780, 727]}","{1: [753.0, 700.0, 780.0, 727.0]}","(766, 713)",766,713,-11,10,14.87
108,"{1: [741, 694, 767, 723]}","{1: [741, 694, 767, 723]}","{1: [741, 694, 767, 723]}","{1: [741.0, 694.0, 767.0, 723.0]}","(754, 708)",754,708,-12,-5,13.0
109,"{1: [731, 691, 758, 721]}","{1: [731, 691, 758, 721]}","{1: [731, 691, 758, 721]}","{1: [731.0, 691.0, 758.0, 721.0]}","(744, 706)",744,706,-10,-2,10.2
110,"{1: [722, 693, 741, 714]}","{1: [722, 693, 741, 714]}","{1: [722, 693, 741, 714]}","{1: [722.0, 693.0, 741.0, 714.0]}","(731, 703)",731,703,-13,-3,13.34
111,"{1: [709, 692, 734, 718]}","{1: [709, 692, 734, 718]}","{1: [709, 692, 734, 718]}","{1: [709.0, 692.0, 734.0, 718.0]}","(721, 705)",721,705,-10,2,10.2
112,"{1: [699, 694, 723, 719]}","{1: [699, 694, 723, 719]}","{1: [699, 694, 723, 719]}","{1: [699.0, 694.0, 723.0, 719.0]}","(711, 706)",711,706,-10,1,10.05
113,"{1: [688, 699, 711, 723], 2: [686, 694, 715, 734]}","{1: [686, 694, 715, 734]}","{1: [686, 694, 715, 734]}","{1: [686.0, 694.0, 715.0, 734.0]}","(700, 714)",700,714,-11,8,13.6
114,"{1: [681, 707, 700, 725], 2: [676, 699, 708, 733]}","{1: [676, 699, 708, 733]}","{1: [676, 699, 708, 733]}","{1: [676.0, 699.0, 708.0, 733.0]}","(692, 716)",692,716,-8,2,8.25
115,"{1: [669, 716, 688, 738]}","{1: [669, 716, 688, 738]}","{1: [669, 716, 688, 738]}","{1: [669.0, 716.0, 688.0, 738.0]}","(678, 727)",678,727,-14,11,17.8
116,"{1: [656, 722, 684, 749], 2: [658, 722, 680, 745]}","{1: [656, 722, 684, 749]}","{1: [656, 722, 684, 749]}","{1: [656.0, 722.0, 684.0, 749.0]}","(670, 735)",670,735,-8,8,11.31
117,"{1: [650, 739, 666, 756]}","{1: [650, 739, 666, 756]}","{1: [650, 739, 666, 756]}","{1: [650.0, 739.0, 666.0, 756.0]}","(658, 747)",658,747,-12,12,16.97
118,"{1: [661, 652, 688, 680]}","{1: [661, 652, 688, 680]}","{1: [661, 652, 688, 680]}","{1: [661.0, 652.0, 688.0, 680.0]}","(674, 666)",674,666,16,-81,82.57
119,"{1: [679, 593, 701, 617]}","{1: [679, 593, 701, 617]}","{1: [679, 593, 701, 617]}","{1: [679.0, 593.0, 701.0, 617.0]}","(690, 605)",690,605,16,-61,63.06
120,"{1: [697, 537, 715, 556]}","{1: [697, 537, 715, 556]}","{1: [697, 537, 715, 556]}","{1: [697.0, 537.0, 715.0, 556.0]}","(706, 546)",706,546,16,-59,61.13
121,"{1: [707, 484, 733, 510]}","{1: [707, 484, 733, 510]}","{1: [707, 484, 733, 510]}","{1: [707.0, 484.0, 733.0, 510.0]}","(720, 497)",720,497,14,-49,50.96
122,{},{},{},"{1: [717.0, 448.0, 741.0, 473.0]}","(729, 460)",729,460,9,-37,38.08
123,{},{},{},"{1: [727.0, 415.0, 751.0, 440.0]}","(739, 427)",739,427,10,-33,34.48
124,{},{},{},"{1: [735.0, 385.0, 759.0, 410.0]}","(747, 397)",747,397,8,-30,31.05
125,"{1: [743, 363, 765, 387]}","{1: [743, 363, 765, 387]}","{1: [743, 363, 765, 387]}","{1: [743.0, 363.0, 765.0, 387.0]}","(754, 375)",754,375,7,-22,23.09
126,"{1: [752, 345, 767, 363]}","{1: [752, 345, 767, 363]}","{1: [752, 345, 767, 363]}","{1: [752.0, 345.0, 767.0, 363.0]}","(759, 354)",759,354,5,-21,21.59
127,"{1: [753, 330, 776, 354], 2: [750, 322, 781, 357]}","{1: [753, 330, 776, 354]}","{1: [753, 330, 776, 354]}","{1: [753.0, 330.0, 776.0, 354.0]}","(764, 342)",764,342,5,-12,13.0
128,"{1: [759, 318, 781, 340]}","{1: [759, 318, 781, 340]}","{1: [759, 318, 781, 340]}","{1: [759.0, 318.0, 781.0, 340.0]}","(770, 329)",770,329,6,-13,14.32
129,"{1: [759, 308, 783, 333]}","{1: [759, 308, 783, 333]}","{1: [759, 308, 783, 333]}","{1: [759.0, 308.0, 783.0, 333.0]}","(771, 320)",771,320,1,-9,9.06
130,"{1: [765, 307, 784, 327]}","{1: [765, 307, 784, 327]}","{1: [765, 307, 784, 327]}","{1: [765.0, 307.0, 784.0, 327.0]}","(774, 317)",774,317,3,-3,4.24
131,"{1: [770, 306, 785, 323]}","{1: [770, 306, 785, 323]}","{1: [770, 306, 785, 323]}","{1: [770.0, 306.0, 785.0, 323.0]}","(777, 314)",777,314,3,-3,4.24
132,"{1: [772, 305, 786, 321]}","{1: [772, 305, 786, 321]}","{1: [772, 305, 786, 321]}","{1: [772.0, 305.0, 786.0, 321.0]}","(779, 313)",779,313,2,-1,2.24
133,"{1: [773, 305, 787, 320]}","{1: [773, 305, 787, 320]}","{1: [773, 305, 787, 320]}","{1: [773.0, 305.0, 787.0, 320.0]}","(780, 312)",780,312,1,-1,1.41
134,"{1: [772, 305, 788, 322]}","{1: [772, 305, 788, 322]}","{1: [772, 305, 788, 322]}","{1: [772.0, 305.0, 788.0, 322.0]}","(780, 313)",780,313,0,1,1.0
135,"{1: [774, 307, 791, 325]}","{1: [774, 307, 791, 325]}","{1: [774, 307, 791, 325]}","{1: [774.0, 307.0, 791.0, 325.0]}","(782, 316)",782,316,2,3,3.61
136,"{1: [773, 309, 796, 333]}","{1: [773, 309, 796, 333]}","{1: [773, 309, 796, 333]}","{1: [773.0, 309.0, 796.0, 333.0]}","(784, 321)",784,321,2,5,5.39
137,"{1: [775, 306, 794, 326]}","{1: [775, 306, 794, 326]}","{1: [775, 306, 794, 326]}","{1: [775.0, 306.0, 794.0, 326.0]}","(784, 316)",784,316,0,-5,5.0
138,{},{},{},"{1: [773.0, 280.0, 796.0, 305.0]}","(784, 292)",784,292,0,-24,24.0
139,"{1: [773, 261, 800, 290]}","{1: [773, 261, 800, 290]}","{1: [773, 261, 800, 290]}","{1: [773.0, 261.0, 800.0, 290.0]}","(786, 275)",786,275,2,-17,17.12
140,"{1: [778, 251, 798, 270], 2: [774, 244, 804, 276]}","{1: [778, 251, 798, 270]}","{1: [778, 251, 798, 270]}","{1: [778.0, 251.0, 798.0, 270.0]}","(788, 260)",788,260,2,-15,15.13
141,"{1: [776, 235, 799, 260], 2: [774, 227, 805, 263]}","{1: [774, 227, 805, 263]}","{1: [774, 227, 805, 263]}","{1: [774.0, 227.0, 805.0, 263.0]}","(789, 245)",789,245,1,-15,15.03
142,"{1: [778, 221, 805, 247]}","{1: [778, 221, 805, 247]}","{1: [778, 221, 805, 247]}","{1: [778.0, 221.0, 805.0, 247.0]}","(791, 234)",791,234,2,-11,11.18
143,"{1: [777, 209, 803, 235]}","{1: [777, 209, 803, 235]}","{1: [777, 209, 803, 235]}","{1: [777.0, 209.0, 803.0, 235.0]}","(790, 222)",790,222,-1,-12,12.04
144,"{1: [778, 201, 806, 229]}","{1: [778, 201, 806, 229]}","{1: [778, 201, 806, 229]}","{1: [778.0, 201.0, 806.0, 229.0]}","(792, 215)",792,215,2,-7,7.28
145,{},{},{},"{1: [789.0, 206.0, 814.0, 231.0]}","(801, 218)",801,218,9,3,9.49
146,{},{},{},"{1: [798.0, 210.0, 824.0, 235.0]}","(811, 222)",811,222,10,4,10.77
147,{},{},{},"{1: [808.0, 214.0, 833.0, 239.0]}","(820, 226)",820,226,9,4,9.85
148,{},{},{},"{1: [816.0, 218.0, 842.0, 243.0]}","(829, 230)",829,230,9,4,9.85
149,{},{},{},"{1: [824.0, 221.0, 849.0, 246.0]}","(836, 233)",836,233,7,3,7.62
150,"{1: [832, 226, 855, 248]}","{1: [832, 226, 855, 248]}","{1: [832, 226, 855, 248]}","{1: [832.0, 226.0, 855.0, 248.0]}","(843, 237)",843,237,7,4,8.06
151,"{1: [846, 237, 866, 260]}","{1: [846, 237, 866, 260]}","{1: [846, 237, 866, 260]}","{1: [846.0, 237.0, 866.0, 260.0]}","(856, 248)",856,248,13,11,17.03
152,"{1: [860, 253, 879, 272]}","{1: [860, 253, 879, 272]}","{1: [860, 253, 879, 272]}","{1: [860.0, 253.0, 879.0, 272.0]}","(869, 262)",869,262,13,14,19.1
153,{},{},{},"{1: [874.0, 270.0, 897.0, 294.0]}","(885, 282)",885,282,16,20,25.61
154,{},{},{},"{1: [889.0, 289.0, 912.0, 312.0]}","(900, 300)",900,300,15,18,23.43
155,"{1: [900, 301, 926, 329]}","{1: [900, 301, 926, 329]}","{1: [900, 301, 926, 329]}","{1: [900.0, 301.0, 926.0, 329.0]}","(913, 315)",913,315,13,15,19.85
156,"{1: [920, 330, 938, 348]}","{1: [920, 330, 938, 348]}","{1: [920, 330, 938, 348]}","{1: [920.0, 330.0, 938.0, 348.0]}","(929, 339)",929,339,16,24,28.84
157,"{1: [930, 348, 952, 368]}","{1: [930, 348, 952, 368]}","{1: [930, 348, 952, 368]}","{1: [930.0, 348.0, 952.0, 368.0]}","(941, 358)",941,358,12,19,22.47
158,{},{},{},"{1: [949.0, 383.0, 973.0, 406.0]}","(961, 394)",961,394,20,36,41.18
159,{},{},{},"{1: [968.0, 418.0, 992.0, 442.0]}","(980, 430)",980,430,19,36,40.71
160,{},{},{},"{1: [987.0, 451.0, 1011.0, 475.0]}","(999, 463)",999,463,19,33,38.08
161,{},{},{},"{1: [1003.0, 481.0, 1027.0, 504.0]}","(1015, 492)",1015,492,16,29,33.12
162,"{1: [1018, 506, 1045, 531], 2: [1015, 503, 1041, 530]}","{1: [1015, 503, 1041, 530]}","{1: [1015, 503, 1041, 530]}","{1: [1015.0, 503.0, 1041.0, 530.0]}","(1028, 516)",1028,516,13,24,27.29
163,"{1: [1038, 549, 1061, 573]}","{1: [1038, 549, 1061, 573]}","{1: [1038, 549, 1061, 573]}","{1: [1038.0, 549.0, 1061.0, 573.0]}","(1049, 561)",1049,561,21,45,49.66
164,"{1: [1060, 594, 1076, 611], 2: [1106, 683, 1123, 701]}","{1: [1060, 594, 1076, 611]}","{1: [1060, 594, 1076, 611]}","{1: [1060.0, 594.0, 1076.0, 611.0]}","(1068, 602)",1068,602,19,41,45.19
165,"{1: [1083, 636, 1098, 652]}","{1: [1083, 636, 1098, 652]}","{1: [1083, 636, 1098, 652]}","{1: [1083.0, 636.0, 1098.0, 652.0]}","(1090, 644)",1090,644,22,42,47.41
166,"{1: [1096, 634, 1117, 657]}","{1: [1096, 634, 1117, 657]}","{1: [1096, 634, 1117, 657]}","{1: [1096.0, 634.0, 1117.0, 657.0]}","(1106, 645)",1106,645,16,1,16.03
167,"{1: [1113, 640, 1133, 660], 2: [1107, 629, 1141, 667]}","{1: [1113, 640, 1133, 660]}","{1: [1113, 640, 1133, 660]}","{1: [1113.0, 640.0, 1133.0, 660.0]}","(1123, 650)",1123,650,17,5,17.72
168,"{1: [1131, 645, 1151, 667]}","{1: [1131, 645, 1151, 667]}","{1: [1131, 645, 1151, 667]}","{1: [1131.0, 645.0, 1151.0, 667.0]}","(1141, 656)",1141,656,18,6,18.97
169,"{1: [1153, 657, 1168, 674]}","{1: [1153, 657, 1168, 674]}","{1: [1153, 657, 1168, 674]}","{1: [1153.0, 657.0, 1168.0, 674.0]}","(1160, 665)",1160,665,19,9,21.02
170,"{1: [1167, 666, 1191, 691]}","{1: [1167, 666, 1191, 691]}","{1: [1167, 666, 1191, 691]}","{1: [1167.0, 666.0, 1191.0, 691.0]}","(1179, 678)",1179,678,19,13,23.02
171,"{1: [1190, 680, 1212, 702]}","{1: [1190, 680, 1212, 702]}","{1: [1190, 680, 1212, 702]}","{1: [1190.0, 680.0, 1212.0, 702.0]}","(1201, 691)",1201,691,22,13,25.55
172,"{1: [1206, 694, 1232, 721], 2: [1208, 697, 1237, 724]}","{1: [1208, 697, 1237, 724]}","{1: [1208, 697, 1237, 724]}","{1: [1208.0, 697.0, 1237.0, 724.0]}","(1222, 710)",1222,710,21,19,28.32
173,"{1: [1230, 718, 1252, 742]}","{1: [1230, 718, 1252, 742]}","{1: [1230, 718, 1252, 742]}","{1: [1230.0, 718.0, 1252.0, 742.0]}","(1241, 730)",1241,730,19,20,27.59
174,"{1: [1253, 741, 1272, 764]}","{1: [1253, 741, 1272, 764]}","{1: [1253, 741, 1272, 764]}","{1: [1253.0, 741.0, 1272.0, 764.0]}","(1262, 752)",1262,752,21,22,30.41
175,{},{},{},"{1: [1213.0, 674.0, 1232.0, 696.0]}","(1222, 685)",1222,685,-40,-67,78.03
176,{},{},{},"{1: [1178.0, 614.0, 1197.0, 636.0]}","(1187, 625)",1187,625,-35,-60,69.46
177,"{1: [1151, 569, 1171, 589]}","{1: [1151, 569, 1171, 589]}","{1: [1151, 569, 1171, 589]}","{1: [1151.0, 569.0, 1171.0, 589.0]}","(1161, 579)",1161,579,-26,-46,52.84
178,"{1: [1105, 500, 1126, 524]}","{1: [1105, 500, 1126, 524]}","{1: [1105, 500, 1126, 524]}","{1: [1105.0, 500.0, 1126.0, 524.0]}","(1115, 512)",1115,512,-46,-67,81.27
179,{},{},{},"{1: [1074.0, 462.0, 1095.0, 485.0]}","(1084, 473)",1084,473,-31,-39,49.82
180,{},{},{},"{1: [1045.0, 426.0, 1066.0, 449.0]}","(1055, 437)",1055,437,-29,-36,46.23
181,{},{},{},"{1: [1020.0, 394.0, 1041.0, 417.0]}","(1030, 405)",1030,405,-25,-32,40.61
182,"{1: [1001, 371, 1022, 392]}","{1: [1001, 371, 1022, 392]}","{1: [1001, 371, 1022, 392]}","{1: [1001.0, 371.0, 1022.0, 392.0]}","(1011, 381)",1011,381,-19,-24,30.61
183,"{1: [974, 346, 998, 370]}","{1: [974, 346, 998, 370]}","{1: [974, 346, 998, 370]}","{1: [974.0, 346.0, 998.0, 370.0]}","(986, 358)",986,358,-25,-23,33.97
184,"{1: [957, 332, 977, 354]}","{1: [957, 332, 977, 354]}","{1: [957, 332, 977, 354]}","{1: [957.0, 332.0, 977.0, 354.0]}","(967, 343)",967,343,-19,-15,24.21
185,"{1: [943, 322, 957, 338]}","{1: [943, 322, 957, 338]}","{1: [943, 322, 957, 338]}","{1: [943.0, 322.0, 957.0, 338.0]}","(950, 330)",950,330,-17,-13,21.4
186,"{1: [920, 308, 941, 331], 2: [915, 297, 949, 335]}","{1: [920, 308, 941, 331]}","{1: [920, 308, 941, 331]}","{1: [920.0, 308.0, 941.0, 331.0]}","(930, 319)",930,319,-20,-11,22.83
187,"{1: [905, 301, 926, 322]}","{1: [905, 301, 926, 322]}","{1: [905, 301, 926, 322]}","{1: [905.0, 301.0, 926.0, 322.0]}","(915, 311)",915,311,-15,-8,17.0
188,"{1: [894, 298, 908, 316]}","{1: [894, 298, 908, 316]}","{1: [894, 298, 908, 316]}","{1: [894.0, 298.0, 908.0, 316.0]}","(901, 307)",901,307,-14,-4,14.56
189,{},{},{},"{1: [876.0, 296.0, 896.0, 317.0]}","(886, 306)",886,306,-15,-1,15.03
190,{},{},{},"{1: [862.0, 296.0, 883.0, 317.0]}","(872, 306)",872,306,-14,0,14.0
191,{},{},{},"{1: [850.0, 295.0, 870.0, 316.0]}","(860, 305)",860,305,-12,-1,12.04
192,{},{},{},"{1: [838.0, 295.0, 859.0, 316.0]}","(848, 305)",848,305,-12,0,12.0
193,"{1: [827, 294, 854, 318]}","{1: [827, 294, 854, 318]}","{1: [827, 294, 854, 318]}","{1: [827.0, 294.0, 854.0, 318.0]}","(840, 306)",840,306,-8,1,8.06
194,"{1: [821, 305, 835, 320]}","{1: [821, 305, 835, 320]}","{1: [821, 305, 835, 320]}","{1: [821.0, 305.0, 835.0, 320.0]}","(828, 312)",828,312,-12,6,13.42
195,"{1: [808, 305, 830, 329]}","{1: [808, 305, 830, 329]}","{1: [808, 305, 830, 329]}","{1: [808.0, 305.0, 830.0, 329.0]}","(819, 317)",819,317,-9,5,10.3
196,"{1: [801, 305, 822, 326], 2: [797, 295, 829, 332]}","{1: [797, 295, 829, 332]}","{1: [797, 295, 829, 332]}","{1: [797.0, 295.0, 829.0, 332.0]}","(813, 313)",813,313,-6,-4,7.21
197,{},{},{},"{1: [791.0, 278.0, 819.0, 309.0]}","(805, 293)",805,293,-8,-20,21.54
198,{},{},{},"{1: [785.0, 260.0, 813.0, 291.0]}","(799, 275)",799,275,-6,-18,18.97
199,"{1: [782, 251, 806, 276]}","{1: [782, 251, 806, 276]}","{1: [782, 251, 806, 276]}","{1: [782.0, 251.0, 806.0, 276.0]}","(794, 263)",794,263,-5,-12,13.0
200,"{1: [774, 237, 798, 262]}","{1: [774, 237, 798, 262]}","{1: [774, 237, 798, 262]}","{1: [774.0, 237.0, 798.0, 262.0]}","(786, 249)",786,249,-8,-14,16.12
201,"{1: [775, 230, 788, 244]}","{1: [775, 230, 788, 244]}","{1: [775, 230, 788, 244]}","{1: [775.0, 230.0, 788.0, 244.0]}","(781, 237)",781,237,-5,-12,13.0
202,{},{},{},"{1: [766.0, 216.0, 784.0, 236.0]}","(775, 226)",775,226,-6,-11,12.53
203,"{1: [761, 206, 784, 232]}","{1: [761, 206, 784, 232]}","{1: [761, 206, 784, 232]}","{1: [761.0, 206.0, 784.0, 232.0]}","(772, 219)",772,219,-3,-7,7.62
204,"{1: [761, 203, 783, 226]}","{1: [761, 203, 783, 226]}","{1: [761, 203, 783, 226]}","{1: [761.0, 203.0, 783.0, 226.0]}","(772, 214)",772,214,0,-5,5.0
205,"{1: [774, 211, 789, 228]}","{1: [774, 211, 789, 228]}","{1: [774, 211, 789, 228]}","{1: [774.0, 211.0, 789.0, 228.0]}","(781, 219)",781,219,9,5,10.3
206,{},{},{},"{1: [787.0, 224.0, 804.0, 243.0]}","(795, 233)",795,233,14,14,19.8
207,{},{},{},"{1: [802.0, 238.0, 819.0, 257.0]}","(810, 247)",810,247,15,14,20.52
208,{},{},{},"{1: [816.0, 252.0, 833.0, 271.0]}","(824, 261)",824,261,14,14,19.8
