frame,multi_ball_position,single_ball_position,clean_ball_position,complete_ball_position,centre_point,x,y,x_diff,y_diff,velocity
209,{},{},{},"{1: [829.0, 265.0, 846.0, 284.0]}","(837, 274)",837,274,13,13,18.38
210,{},{},{},"{1: [841.0, 277.0, 858.0, 296.0]}","(849, 286)",849,286,12,12,16.97
211,{},{},{},"{1: [852.0, 288.0, 869.0, 307.0]}","(860, 297)",860,297,11,11,15.56
212,"{1: [861, 296, 880, 317]}","{1: [861, 296, 880, 317]}","{1: [861, 296, 880, 317]}","{1: [861.0, 296.0, 880.0, 317.0]}","(870, 306)",870,306,10,9,13.45
213,"{1: [872, 310, 897, 336], 2: [875, 312, 902, 339], 3: [872, 307, 902, 345]}","{1: [872, 310, 897, 336]}","{1: [872, 310, 897, 336]}","{1: [872.0, 310.0, 897.0, 336.0]}","(884, 323)",884,323,14,17,22.02
214,"{1: [890, 333, 910, 356]}","{1: [890, 333, 910, 356]}","{1: [890, 333, 910, 356]}","{1: [890.0, 333.0, 910.0, 356.0]}","(900, 344)",900,344,16,21,26.4
215,"{1: [901, 353, 926, 380]}","{1: [901, 353, 926, 380]}","{1: [901, 353, 926, 380]}","{1: [901.0, 353.0, 926.0, 380.0]}","(913, 366)",913,366,13,22,25.55
216,{},{},{},"{1: [919.0, 391.0, 941.0, 414.0]}","(930, 402)",930,402,17,36,39.81
217,{},{},{},"{1: [936.0, 426.0, 958.0, 450.0]}","(947, 438)",947,438,17,36,39.81
218,{},{},{},"{1: [951.0, 459.0, 974.0, 483.0]}","(962, 471)",962,471,15,33,36.25
219,{},{},{},"{1: [965.0, 489.0, 988.0, 512.0]}","(976, 500)",976,500,14,29,32.2
220,"{1: [978, 514, 998, 534]}","{1: [978, 514, 998, 534]}","{1: [978, 514, 998, 534]}","{1: [978.0, 514.0, 998.0, 534.0]}","(988, 524)",988,524,12,24,26.83
221,"{1: [999, 558, 1022, 581], 2: [992, 549, 1018, 577]}","{1: [992, 549, 1018, 577]}","{1: [992, 549, 1018, 577]}","{1: [992.0, 549.0, 1018.0, 577.0]}","(1005, 563)",1005,563,17,39,42.54
222,"{1: [1011, 596, 1029, 616]}","{1: [1011, 596, 1029, 616]}","{1: [1011, 596, 1029, 616]}","{1: [1011.0, 596.0, 1029.0, 616.0]}","(1020, 606)",1020,606,15,43,45.54
223,"{1: [1026, 629, 1048, 652]}","{1: [1026, 629, 1048, 652]}","{1: [1026, 629, 1048, 652]}","{1: [1026.0, 629.0, 1048.0, 652.0]}","(1037, 640)",1037,640,17,34,38.01
224,"{1: [1039, 627, 1069, 654], 2: [1041, 626, 1064, 651]}","{1: [1039, 627, 1069, 654]}","{1: [1039, 627, 1069, 654]}","{1: [1039.0, 627.0, 1069.0, 654.0]}","(1054, 640)",1054,640,17,0,17.0
225,"{1: [1062, 634, 1076, 651]}","{1: [1062, 634, 1076, 651]}","{1: [1062, 634, 1076, 651]}","{1: [1062.0, 634.0, 1076.0, 651.0]}","(1069, 642)",1069,642,15,2,15.13
226,"{1: [1072, 635, 1093, 658]}","{1: [1072, 635, 1093, 658]}","{1: [1072, 635, 1093, 658]}","{1: [1072.0, 635.0, 1093.0, 658.0]}","(1082, 646)",1082,646,13,4,13.6
227,"{1: [1088, 644, 1109, 667], 2: [1082, 633, 1117, 671]}","{1: [1088, 644, 1109, 667]}","{1: [1088, 644, 1109, 667]}","{1: [1088.0, 644.0, 1109.0, 667.0]}","(1098, 655)",1098,655,16,9,18.36
228,"{1: [1107, 652, 1123, 674], 2: [1099, 647, 1131, 684]}","{1: [1099, 647, 1131, 684]}","{1: [1099, 647, 1131, 684]}","{1: [1099.0, 647.0, 1131.0, 684.0]}","(1115, 665)",1115,665,17,10,19.72
229,"{1: [1118, 664, 1142, 690]}","{1: [1118, 664, 1142, 690]}","{1: [1118, 664, 1142, 690]}","{1: [1118.0, 664.0, 1142.0, 690.0]}","(1130, 677)",1130,677,15,12,19.21
230,"{1: [1138, 682, 1157, 700], 2: [1133, 675, 1164, 707]}","{1: [1138, 682, 1157, 700]}","{1: [1138, 682, 1157, 700]}","{1: [1138.0, 682.0, 1157.0, 700.0]}","(1147, 691)",1147,691,17,14,22.02
231,"{1: [1150, 694, 1178, 724]}","{1: [1150, 694, 1178, 724]}","{1: [1150, 694, 1178, 724]}","{1: [1150.0, 694.0, 1178.0, 724.0]}","(1164, 709)",1164,709,17,18,24.76
232,"{1: [1166, 717, 1191, 743]}","{1: [1166, 717, 1191, 743]}","{1: [1166, 717, 1191, 743]}","{1: [1166.0, 717.0, 1191.0, 743.0]}","(1178, 730)",1178,730,14,21,25.24
233,"{1: [1184, 741, 1208, 766], 2: [1183, 736, 1214, 775], 3: [1188, 744, 1215, 771]}","{1: [1188, 744, 1215, 771]}","{1: [1188, 744, 1215, 771]}","{1: [1188.0, 744.0, 1215.0, 771.0]}","(1201, 757)",1201,757,23,27,35.47
234,{},{},{},"{1: [1195.0, 752.0, 1218.0, 776.0]}","(1206, 764)",1206,764,5,7,8.6
235,"{1: [1203, 760, 1221, 781]}","{1: [1203, 760, 1221, 781]}","{1: [1203, 760, 1221, 781]}","{1: [1203.0, 760.0, 1221.0, 781.0]}","(1212, 770)",1212,770,6,6,8.49
236,"{1: [1016, 706, 1035, 726]}","{1: [1016, 706, 1035, 726]}",{},"{1: [1155.0, 676.0, 1173.0, 696.0]}","(1164, 686)",1164,686,-48,-84,96.75
237,"{1: [1110, 596, 1131, 619]}","{1: [1110, 596, 1131, 619]}",{},"{1: [1112.0, 601.0, 1130.0, 621.0]}","(1121, 611)",1121,611,-43,-75,86.45
238,"{1: [1079, 544, 1097, 563]}","{1: [1079, 544, 1097, 563]}","{1: [1079, 544, 1097, 563]}","{1: [1079.0, 544.0, 1097.0, 563.0]}","(1088, 553)",1088,553,-33,-58,66.73
239,"{1: [1046, 491, 1069, 517]}","{1: [1046, 491, 1069, 517]}","{1: [1046, 491, 1069, 517]}","{1: [1046.0, 491.0, 1069.0, 517.0]}","(1057, 504)",1057,504,-31,-49,57.98
240,{},{},{},"{1: [1021.0, 461.0, 1045.0, 486.0]}","(1033, 473)",1033,473,-24,-31,39.2
241,{},{},{},"{1: [998.0, 432.0, 1022.0, 457.0]}","(1010, 444)",1010,444,-23,-29,37.01
242,{},{},{},"{1: [976.0, 405.0, 1000.0, 430.0]}","(988, 417)",988,417,-22,-27,34.83
243,{},{},{},"{1: [956.0, 379.0, 980.0, 404.0]}","(968, 391)",968,391,-20,-26,32.8
244,{},{},{},"{1: [938.0, 356.0, 962.0, 381.0]}","(950, 368)",950,368,-18,-23,29.21
245,"{1: [924, 339, 949, 363]}","{1: [924, 339, 949, 363]}","{1: [924, 339, 949, 363]}","{1: [924.0, 339.0, 949.0, 363.0]}","(936, 351)",936,351,-14,-17,22.02
246,"{1: [909, 329, 928, 348]}","{1: [909, 329, 928, 348]}","{1: [909, 329, 928, 348]}","{1: [909.0, 329.0, 928.0, 348.0]}","(918, 338)",918,338,-18,-13,22.2
247,"{1: [898, 318, 917, 338], 2: [893, 314, 924, 345]}","{1: [893, 314, 924, 345]}","{1: [893, 314, 924, 345]}","{1: [893.0, 314.0, 924.0, 345.0]}","(908, 329)",908,329,-10,-9,13.45
248,"{1: [881, 309, 904, 335]}","{1: [881, 309, 904, 335]}","{1: [881, 309, 904, 335]}","{1: [881.0, 309.0, 904.0, 335.0]}","(892, 322)",892,322,-16,-7,17.46
249,"{1: [871, 307, 891, 328]}","{1: [871, 307, 891, 328]}","{1: [871, 307, 891, 328]}","{1: [871.0, 307.0, 891.0, 328.0]}","(881, 317)",881,317,-11,-5,12.08
250,"{1: [860, 306, 880, 326]}","{1: [860, 306, 880, 326]}","{1: [860, 306, 880, 326]}","{1: [860.0, 306.0, 880.0, 326.0]}","(870, 316)",870,316,-11,-1,11.05
251,"{1: [849, 304, 869, 324], 2: [844, 294, 877, 331]}","{1: [849, 304, 869, 324]}","{1: [849, 304, 869, 324]}","{1: [849.0, 304.0, 869.0, 324.0]}","(859, 314)",859,314,-11,-2,11.18
252,"{1: [842, 307, 857, 324]}","{1: [842, 307, 857, 324]}","{1: [842, 307, 857, 324]}","{1: [842.0, 307.0, 857.0, 324.0]}","(849, 315)",849,315,-10,1,10.05
253,"{1: [830, 303, 854, 329]}","{1: [830, 303, 854, 329]}","{1: [830, 303, 854, 329]}","{1: [830.0, 303.0, 854.0, 329.0]}","(842, 316)",842,316,-7,1,7.07
254,"{1: [823, 308, 843, 329]}","{1: [823, 308, 843, 329]}","{1: [823, 308, 843, 329]}","{1: [823.0, 308.0, 843.0, 329.0]}","(833, 318)",833,318,-9,2,9.22
255,"{1: [814, 309, 836, 332]}","{1: [814, 309, 836, 332]}","{1: [814, 309, 836, 332]}","{1: [814.0, 309.0, 836.0, 332.0]}","(825, 320)",825,320,-8,2,8.25
256,"{1: [805, 305, 830, 332]}","{1: [805, 305, 830, 332]}","{1: [805, 305, 830, 332]}","{1: [805.0, 305.0, 830.0, 332.0]}","(817, 318)",817,318,-8,-2,8.25
257,{},{},{},"{1: [798.0, 286.0, 822.0, 312.0]}","(810, 299)",810,299,-7,-19,20.25
258,{},{},{},"{1: [792.0, 268.0, 816.0, 294.0]}","(804, 281)",804,281,-6,-18,18.97
259,{},{},{},"{1: [786.0, 253.0, 811.0, 279.0]}","(798, 266)",798,266,-6,-15,16.16
260,"{1: [783, 242, 807, 267]}","{1: [783, 242, 807, 267]}","{1: [783, 242, 807, 267]}","{1: [783.0, 242.0, 807.0, 267.0]}","(795, 254)",795,254,-3,-12,12.37
261,"{1: [780, 227, 805, 255]}","{1: [780, 227, 805, 255]}","{1: [780, 227, 805, 255]}","{1: [780.0, 227.0, 805.0, 255.0]}","(792, 241)",792,241,-3,-13,13.34
262,"{1: [777, 224, 796, 243]}","{1: [777, 224, 796, 243]}","{1: [777, 224, 796, 243]}","{1: [777.0, 224.0, 796.0, 243.0]}","(786, 233)",786,233,-6,-8,10.0
263,"{1: [772, 212, 792, 234]}","{1: [772, 212, 792, 234]}","{1: [772, 212, 792, 234]}","{1: [772.0, 212.0, 792.0, 234.0]}","(782, 223)",782,223,-4,-10,10.77
264,"{1: [774, 211, 791, 230]}","{1: [774, 211, 791, 230]}","{1: [774, 211, 791, 230]}","{1: [774.0, 211.0, 791.0, 230.0]}","(782, 220)",782,220,0,-3,3.0
265,{},{},{},"{1: [784.0, 224.0, 800.0, 241.0]}","(792, 232)",792,232,10,12,15.62
266,{},{},{},"{1: [795.0, 237.0, 810.0, 254.0]}","(802, 245)",802,245,10,13,16.4
267,{},{},{},"{1: [805.0, 249.0, 820.0, 266.0]}","(812, 257)",812,257,10,12,15.62
268,{},{},{},"{1: [814.0, 261.0, 830.0, 278.0]}","(822, 269)",822,269,10,12,15.62
269,{},{},{},"{1: [824.0, 272.0, 839.0, 289.0]}","(831, 280)",831,280,9,11,14.21
270,{},{},{},"{1: [832.0, 282.0, 848.0, 299.0]}","(840, 290)",840,290,9,10,13.45
271,{},{},{},"{1: [840.0, 292.0, 855.0, 309.0]}","(847, 300)",847,300,7,10,12.21
272,"{1: [847, 301, 861, 316]}","{1: [847, 301, 861, 316]}","{1: [847, 301, 861, 316]}","{1: [847.0, 301.0, 861.0, 316.0]}","(854, 308)",854,308,7,8,10.63
273,"{1: [854, 315, 877, 339]}","{1: [854, 315, 877, 339]}","{1: [854, 315, 877, 339]}","{1: [854.0, 315.0, 877.0, 339.0]}","(865, 327)",865,327,11,19,21.95
274,"{1: [860, 334, 887, 364]}","{1: [860, 334, 887, 364]}","{1: [860, 334, 887, 364]}","{1: [860.0, 334.0, 887.0, 364.0]}","(873, 349)",873,349,8,22,23.41
275,"{1: [871, 358, 897, 385]}","{1: [871, 358, 897, 385]}","{1: [871, 358, 897, 385]}","{1: [871.0, 358.0, 897.0, 385.0]}","(884, 371)",884,371,11,22,24.6
276,{},{},{},"{1: [885.0, 395.0, 908.0, 419.0]}","(896, 407)",896,407,12,36,37.95
277,{},{},{},"{1: [898.0, 429.0, 921.0, 453.0]}","(909, 441)",909,441,13,34,36.4
278,{},{},{},"{1: [909.0, 459.0, 932.0, 483.0]}","(920, 471)",920,471,11,30,31.95
279,"{1: [920, 485, 940, 506]}","{1: [920, 485, 940, 506]}","{1: [920, 485, 940, 506]}","{1: [920.0, 485.0, 940.0, 506.0]}","(930, 495)",930,495,10,24,26.0
280,"{1: [926, 514, 949, 537]}","{1: [926, 514, 949, 537]}","{1: [926, 514, 949, 537]}","{1: [926.0, 514.0, 949.0, 537.0]}","(937, 525)",937,525,7,30,30.81
281,{},{},{},"{1: [937.0, 545.0, 963.0, 570.0]}","(950, 557)",950,557,13,32,34.54
282,{},{},{},"{1: [949.0, 576.0, 975.0, 601.0]}","(962, 588)",962,588,12,31,33.24
283,{},{},{},"{1: [963.0, 629.0, 983.0, 649.0]}","(974, 616)",974,616,12,28,30.46
284,"{1: [969, 625, 998, 652]}","{1: [969, 625, 998, 652]}","{1: [969, 625, 998, 652]}","{1: [969.0, 625.0, 998.0, 652.0]}","(983, 638)",983,638,9,22,23.77
285,"{1: [984, 634, 1000, 652]}","{1: [984, 634, 1000, 652]}","{1: [984, 634, 1000, 652]}","{1: [984.0, 634.0, 1000.0, 652.0]}","(992, 643)",992,643,9,5,10.3
286,"{1: [994, 637, 1014, 656], 2: [990, 628, 1020, 664]}","{1: [994, 637, 1014, 656]}","{1: [994, 637, 1014, 656]}","{1: [994.0, 637.0, 1014.0, 656.0]}","(1004, 646)",1004,646,12,3,12.37
287,"{1: [1002, 645, 1024, 669]}","{1: [1002, 645, 1024, 669]}","{1: [1002, 645, 1024, 669]}","{1: [1002.0, 645.0, 1024.0, 669.0]}","(1013, 657)",1013,657,9,11,14.21
288,"{1: [1017, 659, 1035, 676], 2: [1010, 650, 1044, 686]}","{1: [1017, 659, 1035, 676]}","{1: [1017, 659, 1035, 676]}","{1: [1017.0, 659.0, 1035.0, 676.0]}","(1026, 667)",1026,667,13,10,16.4
289,"{1: [1023, 668, 1048, 695]}","{1: [1023, 668, 1048, 695]}","{1: [1023, 668, 1048, 695]}","{1: [1023.0, 668.0, 1048.0, 695.0]}","(1035, 681)",1035,681,9,14,16.64
290,"{1: [1039, 688, 1056, 707]}","{1: [1039, 688, 1056, 707]}","{1: [1039, 688, 1056, 707]}","{1: [1039.0, 688.0, 1056.0, 707.0]}","(1047, 697)",1047,697,12,16,20.0
291,"{1: [1049, 707, 1070, 728]}","{1: [1049, 707, 1070, 728]}","{1: [1049, 707, 1070, 728]}","{1: [1049.0, 707.0, 1070.0, 728.0]}","(1059, 717)",1059,717,12,20,23.32
292,"{1: [1065, 733, 1080, 749]}","{1: [1065, 733, 1080, 749]}","{1: [1065, 733, 1080, 749]}","{1: [1065.0, 733.0, 1080.0, 749.0]}","(1072, 741)",1072,741,13,24,27.29
293,"{1: [1072, 755, 1094, 776]}","{1: [1072, 755, 1094, 776]}","{1: [1072, 755, 1094, 776]}","{1: [1072.0, 755.0, 1094.0, 776.0]}","(1083, 765)",1083,765,11,24,26.4
294,"{1: [1088, 786, 1108, 807]}","{1: [1088, 786, 1108, 807]}","{1: [1088, 786, 1108, 807]}","{1: [1088.0, 786.0, 1108.0, 807.0]}","(1098, 796)",1098,796,15,31,34.44
295,{},{},{},"{1: [1101.0, 818.0, 1121.0, 838.0]}","(1109, 757)",1109,757,11,-39,40.52
296,"{1: [1108, 716, 1131, 740]}","{1: [1108, 716, 1131, 740]}","{1: [1108, 716, 1131, 740]}","{1: [1108.0, 716.0, 1131.0, 740.0]}","(1119, 728)",1119,728,10,-29,30.68
297,"{1: [1115, 651, 1142, 680]}","{1: [1115, 651, 1142, 680]}","{1: [1115, 651, 1142, 680]}","{1: [1115.0, 651.0, 1142.0, 680.0]}","(1128, 665)",1128,665,9,-63,63.64
298,"{1: [1121, 590, 1143, 612]}","{1: [1121, 590, 1143, 612]}","{1: [1121, 590, 1143, 612]}","{1: [1121.0, 590.0, 1143.0, 612.0]}","(1132, 601)",1132,601,4,-64,64.12
299,"{1: [1128, 531, 1150, 555], 2: [1125, 526, 1154, 560]}","{1: [1128, 531, 1150, 555]}","{1: [1128, 531, 1150, 555]}","{1: [1128.0, 531.0, 1150.0, 555.0]}","(1139, 543)",1139,543,7,-58,58.42
300,"{1: [1135, 495, 1150, 511]}","{1: [1135, 495, 1150, 511]}","{1: [1135, 495, 1150, 511]}","{1: [1135.0, 495.0, 1150.0, 511.0]}","(1142, 503)",1142,503,3,-40,40.11
301,{},{},{},"{1: [1137.0, 458.0, 1155.0, 476.0]}","(1146, 467)",1146,467,4,-36,36.22
302,{},{},{},"{1: [1141.0, 424.0, 1159.0, 442.0]}","(1150, 433)",1150,433,4,-34,34.23
303,{},{},{},"{1: [1145.0, 394.0, 1162.0, 412.0]}","(1153, 403)",1153,403,3,-30,30.15
304,"{1: [1147, 370, 1167, 390]}","{1: [1147, 370, 1167, 390]}","{1: [1147, 370, 1167, 390]}","{1: [1147.0, 370.0, 1167.0, 390.0]}","(1157, 380)",1157,380,4,-23,23.35
305,"{1: [1151, 354, 1170, 373]}","{1: [1151, 354, 1170, 373]}","{1: [1151, 354, 1170, 373]}","{1: [1151.0, 354.0, 1170.0, 373.0]}","(1160, 363)",1160,363,3,-17,17.26
306,"{1: [1151, 334, 1175, 359]}","{1: [1151, 334, 1175, 359]}","{1: [1151, 334, 1175, 359]}","{1: [1151.0, 334.0, 1175.0, 359.0]}","(1163, 346)",1163,346,3,-17,17.26
307,"{1: [1156, 329, 1170, 344]}","{1: [1156, 329, 1170, 344]}","{1: [1156, 329, 1170, 344]}","{1: [1156.0, 329.0, 1170.0, 344.0]}","(1163, 336)",1163,336,0,-10,10.0
308,"{1: [1157, 313, 1179, 337], 2: [1152, 311, 1181, 341]}","{1: [1152, 311, 1181, 341]}","{1: [1152, 311, 1181, 341]}","{1: [1152.0, 311.0, 1181.0, 341.0]}","(1166, 326)",1166,326,3,-10,10.44
309,"{1: [1157, 308, 1177, 329]}","{1: [1157, 308, 1177, 329]}","{1: [1157, 308, 1177, 329]}","{1: [1157.0, 308.0, 1177.0, 329.0]}","(1167, 318)",1167,318,1,-8,8.06
310,"{1: [1159, 305, 1177, 324]}","{1: [1159, 305, 1177, 324]}","{1: [1159, 305, 1177, 324]}","{1: [1159.0, 305.0, 1177.0, 324.0]}","(1168, 314)",1168,314,1,-4,4.12
311,"{1: [1161, 301, 1182, 321], 2: [1158, 292, 1189, 328]}","{1: [1161, 301, 1182, 321]}","{1: [1161, 301, 1182, 321]}","{1: [1161.0, 301.0, 1182.0, 321.0]}","(1171, 311)",1171,311,3,-3,4.24
312,"{1: [1160, 294, 1189, 326], 2: [1162, 299, 1186, 323]}","{1: [1162, 299, 1186, 323]}","{1: [1162, 299, 1186, 323]}","{1: [1162.0, 299.0, 1186.0, 323.0]}","(1174, 311)",1174,311,3,0,3.0
313,"{1: [1161, 295, 1189, 325], 2: [1162, 299, 1186, 323]}","{1: [1162, 299, 1186, 323]}","{1: [1162, 299, 1186, 323]}","{1: [1162.0, 299.0, 1186.0, 323.0]}","(1174, 311)",1174,311,0,0,0.0
314,"{1: [1162, 297, 1189, 327]}","{1: [1162, 297, 1189, 327]}","{1: [1162, 297, 1189, 327]}","{1: [1162.0, 297.0, 1189.0, 327.0]}","(1175, 312)",1175,312,1,1,1.41
315,"{1: [1162, 300, 1189, 331]}","{1: [1162, 300, 1189, 331]}","{1: [1162, 300, 1189, 331]}","{1: [1162.0, 300.0, 1189.0, 331.0]}","(1175, 315)",1175,315,0,3,3.0
316,"{1: [1163, 305, 1190, 335]}","{1: [1163, 305, 1190, 335]}","{1: [1163, 305, 1190, 335]}","{1: [1163.0, 305.0, 1190.0, 335.0]}","(1176, 320)",1176,320,1,5,5.1
317,"{1: [1163, 313, 1189, 339], 2: [1162, 309, 1191, 349]}","{1: [1163, 313, 1189, 339]}","{1: [1163, 313, 1189, 339]}","{1: [1163.0, 313.0, 1189.0, 339.0]}","(1176, 326)",1176,326,0,6,6.0
318,"{1: [1167, 318, 1189, 340]}","{1: [1167, 318, 1189, 340]}","{1: [1167, 318, 1189, 340]}","{1: [1167.0, 318.0, 1189.0, 340.0]}","(1178, 329)",1178,329,2,3,3.61
319,"{1: [1166, 298, 1190, 324]}","{1: [1166, 298, 1190, 324]}","{1: [1166, 298, 1190, 324]}","{1: [1166.0, 298.0, 1190.0, 324.0]}","(1178, 311)",1178,311,0,-18,18.0
320,{},{},{},"{1: [1166.0, 279.0, 1190.0, 305.0]}","(1178, 292)",1178,292,0,-19,19.0
321,"{1: [1167, 266, 1191, 291]}","{1: [1167, 266, 1191, 291]}","{1: [1167, 266, 1191, 291]}","{1: [1167.0, 266.0, 1191.0, 291.0]}","(1179, 278)",1179,278,1,-14,14.04
322,"{1: [1167, 251, 1189, 274]}","{1: [1167, 251, 1189, 274]}","{1: [1167, 251, 1189, 274]}","{1: [1167.0, 251.0, 1189.0, 274.0]}","(1178, 262)",1178,262,-1,-16,16.03
323,"{1: [1166, 237, 1191, 267]}","{1: [1166, 237, 1191, 267]}","{1: [1166, 237, 1191, 267]}","{1: [1166.0, 237.0, 1191.0, 267.0]}","(1178, 252)",1178,252,0,-10,10.0
324,"{1: [1168, 229, 1190, 251]}","{1: [1168, 229, 1190, 251]}","{1: [1168, 229, 1190, 251]}","{1: [1168.0, 229.0, 1190.0, 251.0]}","(1179, 240)",1179,240,1,-12,12.04
325,{},{},{},"{1: [1167.0, 218.0, 1190.0, 241.0]}","(1178, 229)",1178,229,-1,-11,11.05
326,"{1: [1168, 210, 1191, 234]}","{1: [1168, 210, 1191, 234]}","{1: [1168, 210, 1191, 234]}","{1: [1168.0, 210.0, 1191.0, 234.0]}","(1179, 222)",1179,222,1,-7,7.07
327,"{1: [1168, 205, 1191, 228]}","{1: [1168, 205, 1191, 228]}","{1: [1168, 205, 1191, 228]}","{1: [1168.0, 205.0, 1191.0, 228.0]}","(1179, 216)",1179,216,0,-6,6.0
328,"{1: [848, 731, 866, 750]}","{1: [848, 731, 866, 750]}",{},"{1: [1157.0, 209.0, 1176.0, 229.0]}","(1166, 219)",1166,219,-13,3,13.34
329,{},{},{},"{1: [1168.0, 209.0, 1188.0, 229.0]}","(1155, 223)",1155,223,-11,4,11.7
330,{},{},{},"{1: [1135.0, 216.0, 1153.0, 236.0]}","(1144, 226)",1144,226,-11,3,11.4
331,{},{},{},"{1: [1125.0, 219.0, 1143.0, 239.0]}","(1134, 229)",1134,229,-10,3,10.44
332,{},{},{},"{1: [1115.0, 222.0, 1134.0, 242.0]}","(1124, 232)",1124,232,-10,3,10.44
333,"{1: [1111, 227, 1125, 244]}","{1: [1111, 227, 1125, 244]}","{1: [1111, 227, 1125, 244]}","{1: [1111.0, 227.0, 1125.0, 244.0]}","(1118, 235)",1118,235,-6,3,6.71
334,"{1: [1091, 231, 1118, 260]}","{1: [1091, 231, 1118, 260]}","{1: [1091, 231, 1118, 260]}","{1: [1091.0, 231.0, 1118.0, 260.0]}","(1104, 245)",1104,245,-14,10,17.2
335,"{1: [1076, 250, 1095, 269]}","{1: [1076, 250, 1095, 269]}","{1: [1076, 250, 1095, 269]}","{1: [1076.0, 250.0, 1095.0, 269.0]}","(1085, 259)",1085,259,-19,14,23.6
336,"{1: [1060, 260, 1077, 279]}","{1: [1060, 260, 1077, 279]}","{1: [1060, 260, 1077, 279]}","{1: [1060.0, 260.0, 1077.0, 279.0]}","(1068, 269)",1068,269,-17,10,19.72
337,"{1: [1039, 269, 1069, 296]}","{1: [1039, 269, 1069, 296]}","{1: [1039, 269, 1069, 296]}","{1: [1039.0, 269.0, 1069.0, 296.0]}","(1054, 282)",1054,282,-14,13,19.1
338,{},{},{},"{1: [1018.0, 291.0, 1044.0, 315.0]}","(1031, 303)",1031,303,-23,21,31.14
339,"{1: [1004, 309, 1026, 331]}","{1: [1004, 309, 1026, 331]}","{1: [1004, 309, 1026, 331]}","{1: [1004.0, 309.0, 1026.0, 331.0]}","(1015, 320)",1015,320,-16,17,23.35
340,"{1: [989, 331, 1004, 347]}","{1: [989, 331, 1004, 347]}","{1: [989, 331, 1004, 347]}","{1: [989.0, 331.0, 1004.0, 347.0]}","(996, 339)",996,339,-19,19,26.87
341,"{1: [967, 342, 997, 370]}","{1: [967, 342, 997, 370]}","{1: [967, 342, 997, 370]}","{1: [967.0, 342.0, 997.0, 370.0]}","(982, 356)",982,356,-14,17,22.02
342,{},{},{},"{1: [945.0, 378.0, 968.0, 401.0]}","(956, 389)",956,389,-26,33,42.01
343,{},{},{},"{1: [921.0, 410.0, 944.0, 433.0]}","(932, 421)",932,421,-24,32,40.0
344,{},{},{},"{1: [898.0, 440.0, 922.0, 463.0]}","(910, 451)",910,451,-22,30,37.2
345,{},{},{},"{1: [878.0, 467.0, 902.0, 490.0]}","(890, 478)",890,478,-20,27,33.6
346,"{1: [867, 492, 884, 509]}","{1: [867, 492, 884, 509]}","{1: [867, 492, 884, 509]}","{1: [867.0, 492.0, 884.0, 509.0]}","(875, 500)",875,500,-15,22,26.63
347,"{1: [842, 524, 861, 545]}","{1: [842, 524, 861, 545]}","{1: [842, 524, 861, 545]}","{1: [842.0, 524.0, 861.0, 545.0]}","(851, 534)",851,534,-24,34,41.62
348,"{1: [822, 563, 837, 579]}","{1: [822, 563, 837, 579]}","{1: [822, 563, 837, 579]}","{1: [822.0, 563.0, 837.0, 579.0]}","(829, 571)",829,571,-22,37,43.05
349,"{1: [800, 592, 816, 609]}","{1: [800, 592, 816, 609]}","{1: [800, 592, 816, 609]}","{1: [800.0, 592.0, 816.0, 609.0]}","(808, 600)",808,600,-21,29,35.81
350,"{1: [778, 592, 801, 616], 2: [775, 585, 805, 620]}","{1: [775, 585, 805, 620]}","{1: [775, 585, 805, 620]}","{1: [775.0, 585.0, 805.0, 620.0]}","(790, 602)",790,602,-18,2,18.11
351,"{1: [758, 593, 782, 620]}","{1: [758, 593, 782, 620]}","{1: [758, 593, 782, 620]}","{1: [758.0, 593.0, 782.0, 620.0]}","(770, 606)",770,606,-20,4,20.4
