frame_num,near_player_serve_speed,near_player_number_of_shots,near_player_last_shot_speed,near_player_total_shot_speed,near_player_number_of_net_clearances,near_player_last_net_clearance,near_player_total_net_clearance,near_player_last_distance,near_player_total_distance,far_player_serve_speed,far_player_number_of_shots,far_player_last_shot_speed,far_player_total_shot_speed,far_player_number_of_net_clearances,far_player_last_net_clearance,far_player_total_net_clearance,far_player_last_distance,far_player_total_distance
193,0.0,3,129.71,365.8,3,1.18,3.11,0.12,14.82,142.56,2,114.23,189.54,2,1.0,3.15,0.08,27.84
194,0.0,3,129.71,365.8,3,1.18,3.11,0.09,14.91,142.56,2,114.23,189.54,2,1.0,3.15,0.04,27.88
195,0.0,3,129.71,365.8,3,1.18,3.11,0.12,15.03,142.56,2,114.23,189.54,2,1.0,3.15,0.04,27.92
196,0.0,3,129.71,365.8,3,1.18,3.11,0.14,15.17,142.56,2,114.23,189.54,2,1.0,3.15,0.04,27.96
197,0.0,3,129.71,365.8,3,1.18,3.11,0.19,15.36,142.56,2,114.23,189.54,2,1.0,3.15,0.08,28.04
198,0.0,3,129.71,365.8,3,1.18,3.11,0.17,15.53,142.56,2,114.23,189.54,2,1.0,3.15,0.0,28.04
199,0.0,3,129.71,365.8,3,1.18,3.11,0.09,15.62,142.56,2,114.23,189.54,2,1.0,3.15,0.0,28.04
200,0.0,3,129.71,365.8,3,1.18,3.11,0.08,15.7,142.56,2,114.23,189.54,2,1.0,3.15,0.0,28.04
201,0.0,3,129.71,365.8,3,1.18,3.11,0.04,15.74,142.56,2,114.23,189.54,2,1.0,3.15,0.0,28.04
202,0.0,3,129.71,365.8,3,1.18,3.11,0.0,15.74,142.56,2,114.23,189.54,2,1.0,3.15,0.09,28.13
203,0.0,3,129.71,365.8,3,1.18,3.11,0.0,15.74,142.56,2,114.23,189.54,2,1.0,3.15,0.08,28.21
204,0.0,3,129.71,365.8,3,1.18,3.11,0.0,15.74,142.56,3,121.23,310.77,2,1.0,3.15,0.04,28.25
205,0.0,3,129.71,365.8,3,1.18,3.11,0.04,15.78,142.56,3,121.23,310.77,2,1.0,3.15,0.08,28.33
206,0.0,3,129.71,365.8,3,1.18,3.11,0.04,15.82,142.56,3,121.23,310.77,2,1.0,3.15,0.09,28.42
207,0.0,3,129.71,365.8,3,1.18,3.11,0.12,15.94,142.56,3,121.23,310.77,2,1.0,3.15,0.04,28.46
208,0.0,3,129.71,365.8,3,1.18,3.11,0.12,16.06,142.56,3,121.23,310.77,2,1.0,3.15,0.12,28.58
209,0.0,3,129.71,365.8,3,1.18,3.11,0.16,16.22,142.56,3,121.23,310.77,2,1.0,3.15,0.0,28.58
210,0.0,3,129.71,365.8,3,1.18,3.11,0.06,16.28,142.56,3,121.23,310.77,2,1.0,3.15,0.0,28.58
211,0.0,3,129.71,365.8,3,1.18,3.11,0.12,16.4,142.56,3,121.23,310.77,2,1.0,3.15,0.12,28.7
212,0.0,3,129.71,365.8,3,1.18,3.11,0.09,16.49,142.56,3,121.23,310.77,2,1.0,3.15,0.09,28.79
213,0.0,3,129.71,365.8,3,1.18,3.11,0.04,16.53,142.56,3,121.23,310.77,2,1.0,3.15,0.0,28.79
214,0.0,3,129.71,365.8,3,1.18,3.11,0.0,16.53,142.56,3,121.23,310.77,2,1.0,3.15,0.0,28.79
215,0.0,3,129.71,365.8,3,1.18,3.11,0.04,16.57,142.56,3,121.23,310.77,2,1.0,3.15,0.0,28.79
216,0.0,3,129.71,365.8,3,1.18,3.11,0.04,16.61,142.56,3,121.23,310.77,3,0.92,4.07,0.11,28.9
217,0.0,3,129.71,365.8,3,1.18,3.11,0.0,16.61,142.56,3,121.23,310.77,3,0.92,4.07,0.11,29.01
218,0.0,3,129.71,365.8,3,1.18,3.11,0.04,16.65,142.56,3,121.23,310.77,3,0.92,4.07,0.14,29.15
219,0.0,3,129.71,365.8,3,1.18,3.11,0.08,16.73,142.56,3,121.23,310.77,3,0.92,4.07,0.14,29.29
220,0.0,3,129.71,365.8,3,1.18,3.11,0.06,16.79,142.56,3,121.23,310.77,3,0.92,4.07,0.12,29.41
221,0.0,3,129.71,365.8,3,1.18,3.11,0.08,16.87,142.56,3,121.23,310.77,3,0.92,4.07,0.16,29.57
222,0.0,3,129.71,365.8,3,1.18,3.11,0.04,16.91,142.56,3,121.23,310.77,3,0.92,4.07,0.08,29.65
223,0.0,3,129.71,365.8,3,1.18,3.11,0.04,16.95,142.56,3,121.23,310.77,3,0.92,4.07,0.08,29.73
224,0.0,3,129.71,365.8,3,1.18,3.11,0.04,16.99,142.56,3,121.23,310.77,3,0.92,4.07,0.21,29.94
225,0.0,3,129.71,365.8,3,1.18,3.11,0.04,17.03,142.56,3,121.23,310.77,3,0.92,4.07,0.04,29.98
226,0.0,3,129.71,365.8,3,1.18,3.11,0.04,17.07,142.56,3,121.23,310.77,3,0.92,4.07,0.17,30.15
227,0.0,3,129.71,365.8,3,1.18,3.11,0.04,17.11,142.56,3,121.23,310.77,3,0.92,4.07,0.16,30.31
228,0.0,3,129.71,365.8,3,1.18,3.11,0.0,17.11,142.56,3,121.23,310.77,3,0.92,4.07,0.14,30.45
229,0.0,3,129.71,365.8,3,1.18,3.11,0.04,17.15,142.56,3,121.23,310.77,3,0.92,4.07,0.08,30.53
230,0.0,3,129.71,365.8,3,1.18,3.11,0.09,17.24,142.56,3,121.23,310.77,3,0.92,4.07,0.08,30.61
231,0.0,3,129.71,365.8,3,1.18,3.11,0.04,17.28,142.56,3,121.23,310.77,3,0.92,4.07,0.12,30.73
232,0.0,3,129.71,365.8,3,1.18,3.11,0.0,17.28,142.56,3,121.23,310.77,3,0.92,4.07,0.0,30.73
233,0.0,3,129.71,365.8,3,1.18,3.11,0.09,17.37,142.56,3,121.23,310.77,3,0.92,4.07,0.09,30.82
234,0.0,3,129.71,365.8,3,1.18,3.11,0.12,17.49,142.56,3,121.23,310.77,3,0.92,4.07,0.12,30.94
235,0.0,4,140.7,506.5,3,1.18,3.11,0.16,17.65,142.56,3,121.23,310.77,3,0.92,4.07,0.09,31.03
236,0.0,4,140.7,506.5,3,1.18,3.11,0.06,17.71,142.56,3,121.23,310.77,3,0.92,4.07,0.08,31.11
237,0.0,4,140.7,506.5,3,1.18,3.11,0.14,17.85,142.56,3,121.23,310.77,3,0.92,4.07,0.08,31.19
238,0.0,4,140.7,506.5,3,1.18,3.11,0.06,17.91,142.56,3,121.23,310.77,3,0.92,4.07,0.04,31.23
239,0.0,4,140.7,506.5,3,1.18,3.11,0.08,17.99,142.56,3,121.23,310.77,3,0.92,4.07,0.08,31.31
240,0.0,4,140.7,506.5,3,1.18,3.11,0.04,18.03,142.56,3,121.23,310.77,3,0.92,4.07,0.12,31.43
241,0.0,4,140.7,506.5,3,1.18,3.11,0.0,18.03,142.56,3,121.23,310.77,3,0.92,4.07,0.12,31.55
242,0.0,4,140.7,506.5,3,1.18,3.11,0.0,18.03,142.56,3,121.23,310.77,3,0.92,4.07,0.12,31.67
243,0.0,4,140.7,506.5,3,1.18,3.11,0.0,18.03,142.56,3,121.23,310.77,3,0.92,4.07,0.0,31.67
244,0.0,4,140.7,506.5,3,1.18,3.11,0.06,18.09,142.56,3,121.23,310.77,3,0.92,4.07,0.0,31.67
245,0.0,4,140.7,506.5,3,1.18,3.11,0.04,18.13,142.56,3,121.23,310.77,3,0.92,4.07,0.12,31.79
246,0.0,4,140.7,506.5,4,1.18,4.29,0.04,18.17,142.56,3,121.23,310.77,3,0.92,4.07,0.04,31.83
247,0.0,4,140.7,506.5,4,1.18,4.29,0.04,18.21,142.56,3,121.23,310.77,3,0.92,4.07,0.04,31.87
248,0.0,4,140.7,506.5,4,1.18,4.29,0.06,18.27,142.56,3,121.23,310.77,3,0.92,4.07,0.12,31.99
249,0.0,4,140.7,506.5,4,1.18,4.29,0.04,18.31,142.56,3,121.23,310.77,3,0.92,4.07,0.19,32.18
250,0.0,4,140.7,506.5,4,1.18,4.29,0.12,18.43,142.56,3,121.23,310.77,3,0.92,4.07,0.17,32.35
251,0.0,4,140.7,506.5,4,1.18,4.29,0.12,18.55,142.56,3,121.23,310.77,3,0.92,4.07,0.16,32.51
252,0.0,4,140.7,506.5,4,1.18,4.29,0.12,18.67,142.56,3,121.23,310.77,3,0.92,4.07,0.23,32.74
253,0.0,4,140.7,506.5,4,1.18,4.29,0.04,18.71,142.56,3,121.23,310.77,3,0.92,4.07,0.11,32.85
254,0.0,4,140.7,506.5,4,1.18,4.29,0.0,18.71,142.56,3,121.23,310.77,3,0.92,4.07,0.08,32.93
255,0.0,4,140.7,506.5,4,1.18,4.29,0.0,18.71,142.56,3,121.23,310.77,3,0.92,4.07,0.08,33.01
256,0.0,4,140.7,506.5,4,1.18,4.29,0.0,18.71,142.56,3,121.23,310.77,3,0.92,4.07,0.04,33.05
257,0.0,4,140.7,506.5,4,1.18,4.29,0.0,18.71,142.56,3,121.23,310.77,3,0.92,4.07,0.04,33.09
258,0.0,4,140.7,506.5,4,1.18,4.29,0.09,18.8,142.56,3,121.23,310.77,3,0.92,4.07,0.04,33.13
259,0.0,4,140.7,506.5,4,1.18,4.29,0.12,18.92,142.56,3,121.23,310.77,3,0.92,4.07,0.0,33.13
260,0.0,4,140.7,506.5,4,1.18,4.29,0.04,18.96,142.56,3,121.23,310.77,3,0.92,4.07,0.04,33.17
261,0.0,4,140.7,506.5,4,1.18,4.29,0.04,19.0,142.56,3,121.23,310.77,3,0.92,4.07,0.0,33.17
262,0.0,4,140.7,506.5,4,1.18,4.29,0.0,19.0,142.56,3,121.23,310.77,3,0.92,4.07,0.08,33.25
263,0.0,4,140.7,506.5,4,1.18,4.29,0.0,19.0,142.56,3,121.23,310.77,3,0.92,4.07,0.14,33.39
264,0.0,4,140.7,506.5,4,1.18,4.29,0.08,19.08,142.56,4,118.99,429.76,3,0.92,4.07,0.09,33.48
265,0.0,4,140.7,506.5,4,1.18,4.29,0.06,19.14,142.56,4,118.99,429.76,3,0.92,4.07,0.09,33.57
266,0.0,4,140.7,506.5,4,1.18,4.29,0.06,19.2,142.56,4,118.99,429.76,3,0.92,4.07,0.12,33.69
267,0.0,4,140.7,506.5,4,1.18,4.29,0.09,19.29,142.56,4,118.99,429.76,3,0.92,4.07,0.14,33.83
268,0.0,4,140.7,506.5,4,1.18,4.29,0.04,19.33,142.56,4,118.99,429.76,3,0.92,4.07,0.04,33.87
269,0.0,4,140.7,506.5,4,1.18,4.29,0.12,19.45,142.56,4,118.99,429.76,3,0.92,4.07,0.04,33.91
270,0.0,4,140.7,506.5,4,1.18,4.29,0.06,19.51,142.56,4,118.99,429.76,3,0.92,4.07,0.0,33.91
271,0.0,4,140.7,506.5,4,1.18,4.29,0.08,19.59,142.56,4,118.99,429.76,3,0.92,4.07,0.0,33.91
272,0.0,4,140.7,506.5,4,1.18,4.29,0.0,19.59,142.56,4,118.99,429.76,3,0.92,4.07,0.12,34.03
273,0.0,4,140.7,506.5,4,1.18,4.29,0.0,19.59,142.56,4,118.99,429.76,3,0.92,4.07,0.04,34.07
274,0.0,4,140.7,506.5,4,1.18,4.29,0.06,19.65,142.56,4,118.99,429.76,3,0.92,4.07,0.0,34.07
275,0.0,4,140.7,506.5,4,1.18,4.29,0.04,19.69,142.56,4,118.99,429.76,3,0.92,4.07,0.04,34.11
276,0.0,4,140.7,506.5,4,1.18,4.29,0.0,19.69,142.56,4,118.99,429.76,4,0.9,4.97,0.04,34.15
277,0.0,4,140.7,506.5,4,1.18,4.29,0.0,19.69,142.56,4,118.99,429.76,4,0.9,4.97,0.09,34.24
278,0.0,4,140.7,506.5,4,1.18,4.29,0.04,19.73,142.56,4,118.99,429.76,4,0.9,4.97,0.04,34.28
279,0.0,4,140.7,506.5,4,1.18,4.29,0.06,19.79,142.56,4,118.99,429.76,4,0.9,4.97,0.14,34.42
280,0.0,4,140.7,506.5,4,1.18,4.29,0.08,19.87,142.56,4,118.99,429.76,4,0.9,4.97,0.14,34.56
281,0.0,4,140.7,506.5,4,1.18,4.29,0.06,19.93,142.56,4,118.99,429.76,4,0.9,4.97,0.12,34.68
282,0.0,4,140.7,506.5,4,1.18,4.29,0.09,20.02,142.56,4,118.99,429.76,4,0.9,4.97,0.12,34.8
283,0.0,4,140.7,506.5,4,1.18,4.29,0.11,20.13,142.56,4,118.99,429.76,4,0.9,4.97,0.14,34.94
284,0.0,4,140.7,506.5,4,1.18,4.29,0.09,20.22,142.56,4,118.99,429.76,4,0.9,4.97,0.11,35.05
285,0.0,4,140.7,506.5,4,1.18,4.29,0.09,20.31,142.56,4,118.99,429.76,4,0.9,4.97,0.08,35.13
286,0.0,4,140.7,506.5,4,1.18,4.29,0.04,20.35,142.56,4,118.99,429.76,4,0.9,4.97,0.12,35.25
287,0.0,4,140.7,506.5,4,1.18,4.29,0.04,20.39,142.56,4,118.99,429.76,4,0.9,4.97,0.08,35.33
288,0.0,4,140.7,506.5,4,1.18,4.29,0.08,20.47,142.56,4,118.99,429.76,4,0.9,4.97,0.12,35.45
289,0.0,4,140.7,506.5,4,1.18,4.29,0.04,20.51,142.56,4,118.99,429.76,4,0.9,4.97,0.16,35.61
290,0.0,4,140.7,506.5,4,1.18,4.29,0.06,20.57,142.56,4,118.99,429.76,4,0.9,4.97,0.14,35.75
291,0.0,4,140.7,506.5,4,1.18,4.29,0.04,20.61,142.56,4,118.99,429.76,4,0.9,4.97,0.09,35.84
292,0.0,4,140.7,506.5,4,1.18,4.29,0.04,20.65,142.56,4,118.99,429.76,4,0.9,4.97,0.04,35.88
293,0.0,4,140.7,506.5,4,1.18,4.29,0.06,20.71,142.56,4,118.99,429.76,4,0.9,4.97,0.04,35.92
294,0.0,4,140.7,506.5,4,1.18,4.29,0.09,20.8,142.56,4,118.99,429.76,4,0.9,4.97,0.0,35.92
295,0.0,5,117.23,623.73,4,1.18,4.29,0.08,20.88,142.56,4,118.99,429.76,4,0.9,4.97,0.2,36.12
296,0.0,5,117.23,623.73,4,1.18,4.29,0.09,20.97,142.56,4,118.99,429.76,4,0.9,4.97,0.12,36.24
297,0.0,5,117.23,623.73,4,1.18,4.29,0.09,21.06,142.56,4,118.99,429.76,4,0.9,4.97,0.11,36.35
298,0.0,5,117.23,623.73,4,1.18,4.29,0.08,21.14,142.56,4,118.99,429.76,4,0.9,4.97,0.12,36.47
299,0.0,5,117.23,623.73,4,1.18,4.29,0.04,21.18,142.56,4,118.99,429.76,4,0.9,4.97,0.08,36.55
300,0.0,5,117.23,623.73,4,1.18,4.29,0.06,21.24,142.56,4,118.99,429.76,4,0.9,4.97,0.09,36.64
301,0.0,5,117.23,623.73,4,1.18,4.29,0.04,21.28,142.56,4,118.99,429.76,4,0.9,4.97,0.08,36.72
302,0.0,5,117.23,623.73,4,1.18,4.29,0.12,21.4,142.56,4,118.99,429.76,4,0.9,4.97,0.08,36.8
303,0.0,5,117.23,623.73,4,1.18,4.29,0.06,21.46,142.56,4,118.99,429.76,4,0.9,4.97,0.0,36.8
304,0.0,5,117.23,623.73,4,1.18,4.29,0.09,21.55,142.56,4,118.99,429.76,4,0.9,4.97,0.0,36.8
305,0.0,5,117.23,623.73,4,1.18,4.29,0.08,21.63,142.56,4,118.99,429.76,4,0.9,4.97,0.0,36.8
306,0.0,5,117.23,623.73,4,1.18,4.29,0.04,21.67,142.56,4,118.99,429.76,4,0.9,4.97,0.08,36.88
307,0.0,5,117.23,623.73,4,1.18,4.29,0.0,21.67,142.56,4,118.99,429.76,4,0.9,4.97,0.08,36.96
308,0.0,5,117.23,623.73,5,1.2,5.49,0.04,21.71,142.56,4,118.99,429.76,4,0.9,4.97,0.2,37.16
309,0.0,5,117.23,623.73,5,1.2,5.49,0.09,21.8,142.56,4,118.99,429.76,4,0.9,4.97,0.19,37.35
310,0.0,5,117.23,623.73,5,1.2,5.49,0.08,21.88,142.56,4,118.99,429.76,4,0.9,4.97,0.21,37.56
311,0.0,5,117.23,623.73,5,1.2,5.49,0.08,21.96,142.56,4,118.99,429.76,4,0.9,4.97,0.12,37.68
312,0.0,5,117.23,623.73,5,1.2,5.49,0.08,22.04,142.56,4,118.99,429.76,4,0.9,4.97,0.12,37.8
313,0.0,5,117.23,623.73,5,1.2,5.49,0.04,22.08,142.56,4,118.99,429.76,4,0.9,4.97,0.12,37.92
314,0.0,5,117.23,623.73,5,1.2,5.49,0.0,22.08,142.56,4,118.99,429.76,4,0.9,4.97,0.37,38.29
315,0.0,5,117.23,623.73,5,1.2,5.49,0.04,22.12,142.56,4,118.99,429.76,4,0.9,4.97,0.12,38.41
316,0.0,5,117.23,623.73,5,1.2,5.49,0.0,22.12,142.56,4,118.99,429.76,4,0.9,4.97,0.31,38.72
317,0.0,5,117.23,623.73,5,1.2,5.49,0.09,22.21,142.56,4,118.99,429.76,4,0.9,4.97,0.39,39.11
318,0.0,5,117.23,623.73,5,1.2,5.49,0.0,22.21,142.56,4,118.99,429.76,4,0.9,4.97,0.21,39.32
319,0.0,5,117.23,623.73,5,1.2,5.49,0.08,22.29,142.56,4,118.99,429.76,4,0.9,4.97,0.12,39.44
320,0.0,5,117.23,623.73,5,1.2,5.49,0.09,22.38,142.56,4,118.99,429.76,4,0.9,4.97,0.16,39.6
321,0.0,5,117.23,623.73,5,1.2,5.49,0.09,22.47,142.56,4,118.99,429.76,4,0.9,4.97,0.17,39.77
322,0.0,5,117.23,623.73,5,1.2,5.49,0.06,22.53,142.56,4,118.99,429.76,4,0.9,4.97,0.14,39.91
323,0.0,5,117.23,623.73,5,1.2,5.49,0.09,22.62,142.56,4,118.99,429.76,4,0.9,4.97,0.12,40.03
324,0.0,5,117.23,623.73,5,1.2,5.49,0.0,22.62,142.56,4,118.99,429.76,4,0.9,4.97,0.08,40.11
325,0.0,5,117.23,623.73,5,1.2,5.49,0.0,22.62,142.56,4,118.99,429.76,4,0.9,4.97,0.12,40.23
326,0.0,5,117.23,623.73,5,1.2,5.49,0.0,22.62,142.56,4,118.99,429.76,4,0.9,4.97,0.11,40.34
327,0.0,5,117.23,623.73,5,1.2,5.49,0.0,22.62,142.56,4,118.99,429.76,4,0.9,4.97,0.08,40.42
328,0.0,5,117.23,623.73,5,1.2,5.49,0.04,22.66,142.56,4,118.99,429.76,4,0.9,4.97,0.19,40.61
329,0.0,5,117.23,623.73,5,1.2,5.49,0.06,22.72,142.56,5,111.8,541.56,4,0.9,4.97,0.16,40.77
330,0.0,5,117.23,623.73,5,1.2,5.49,0.06,22.78,142.56,5,111.8,541.56,4,0.9,4.97,0.17,40.94
331,0.0,5,117.23,623.73,5,1.2,5.49,0.14,22.92,142.56,5,111.8,541.56,4,0.9,4.97,0.14,41.08
332,0.0,5,117.23,623.73,5,1.2,5.49,0.17,23.09,142.56,5,111.8,541.56,4,0.9,4.97,0.11,41.19
333,0.0,5,117.23,623.73,5,1.2,5.49,0.14,23.23,142.56,5,111.8,541.56,4,0.9,4.97,0.12,41.31
334,0.0,5,117.23,623.73,5,1.2,5.49,0.09,23.32,142.56,5,111.8,541.56,4,0.9,4.97,0.16,41.47
335,0.0,5,117.23,623.73,5,1.2,5.49,0.09,23.41,142.56,5,111.8,541.56,4,0.9,4.97,0.08,41.55
336,0.0,5,117.23,623.73,5,1.2,5.49,0.06,23.47,142.56,5,111.8,541.56,4,0.9,4.97,0.08,41.63
337,0.0,5,117.23,623.73,5,1.2,5.49,0.04,23.51,142.56,5,111.8,541.56,4,0.9,4.97,0.12,41.75
338,0.0,5,117.23,623.73,5,1.2,5.49,0.04,23.55,142.56,5,111.8,541.56,4,0.9,4.97,0.04,41.79
339,0.0,5,117.23,623.73,5,1.2,5.49,0.04,23.59,142.56,5,111.8,541.56,4,0.9,4.97,0.0,41.79
340,0.0,5,117.23,623.73,5,1.2,5.49,0.08,23.67,142.56,5,111.8,541.56,4,0.9,4.97,0.08,41.87
341,0.0,5,117.23,623.73,5,1.2,5.49,0.12,23.79,142.56,5,111.8,541.56,4,0.9,4.97,0.12,41.99
342,0.0,5,117.23,623.73,5,1.2,5.49,0.12,23.91,142.56,5,111.8,541.56,4,0.9,4.97,0.0,41.99
343,0.0,5,117.23,623.73,5,1.2,5.49,0.16,24.07,142.56,5,111.8,541.56,5,0.83,5.8,0.09,42.08
344,0.0,5,117.23,623.73,5,1.2,5.49,0.12,24.19,142.56,5,111.8,541.56,5,0.83,5.8,0.04,42.12
345,0.0,5,117.23,623.73,5,1.2,5.49,0.14,24.33,142.56,5,111.8,541.56,5,0.83,5.8,0.0,42.12
346,0.0,5,117.23,623.73,5,1.2,5.49,0.09,24.42,142.56,5,111.8,541.56,5,0.83,5.8,0.12,42.24
347,0.0,5,117.23,623.73,5,1.2,5.49,0.12,24.54,142.56,5,111.8,541.56,5,0.83,5.8,0.11,42.35
348,0.0,5,117.23,623.73,5,1.2,5.49,0.09,24.63,142.56,5,111.8,541.56,5,0.83,5.8,0.11,42.46
349,0.0,5,117.23,623.73,5,1.2,5.49,0.04,24.67,142.56,5,111.8,541.56,5,0.83,5.8,0.17,42.63
350,0.0,5,117.23,623.73,5,1.2,5.49,0.08,24.75,142.56,5,111.8,541.56,5,0.83,5.8,0.14,42.77
351,0.0,5,117.23,623.73,5,1.2,5.49,0.04,24.79,142.56,5,111.8,541.56,5,0.83,5.8,0.12,42.89
352,0.0,5,117.23,623.73,5,1.2,5.49,0.04,24.83,142.56,5,111.8,541.56,5,0.83,5.8,0.04,42.93
353,0.0,5,117.23,623.73,5,1.2,5.49,0.04,24.87,142.56,5,111.8,541.56,5,0.83,5.8,0.08,43.01
354,0.0,5,117.23,623.73,5,1.2,5.49,0.04,24.91,142.56,5,111.8,541.56,5,0.83,5.8,0.12,43.13
355,0.0,5,117.23,623.73,5,1.2,5.49,0.09,25.0,142.56,5,111.8,541.56,5,0.83,5.8,0.04,43.17
356,0.0,5,117.23,623.73,5,1.2,5.49,0.06,25.06,142.56,5,111.8,541.56,5,0.83,5.8,0.2,43.37
357,0.0,5,117.23,623.73,5,1.2,5.49,0.04,25.1,142.56,5,111.8,541.56,5,0.83,5.8,0.12,43.49
358,0.0,5,117.23,623.73,5,1.2,5.49,0.06,25.16,142.56,5,111.8,541.56,5,0.83,5.8,0.04,43.53
359,0.0,5,117.23,623.73,5,1.2,5.49,0.04,25.2,142.56,5,111.8,541.56,5,0.83,5.8,0.04,43.57
360,0.0,5,117.23,623.73,5,1.2,5.49,0.09,25.29,142.56,5,111.8,541.56,5,0.83,5.8,0.14,43.71
361,0.0,5,117.23,623.73,5,1.2,5.49,0.04,25.33,142.56,5,111.8,541.56,5,0.83,5.8,0.12,43.83
362,0.0,5,117.23,623.73,5,1.2,5.49,0.09,25.42,142.56,5,111.8,541.56,5,0.83,5.8,0.12,43.95
363,0.0,6,91.39,715.12,5,1.2,5.49,0.08,25.5,142.56,5,111.8,541.56,5,0.83,5.8,0.14,44.09
364,0.0,6,91.39,715.12,5,1.2,5.49,0.12,25.62,142.56,5,111.8,541.56,5,0.83,5.8,0.12,44.21
365,0.0,6,91.39,715.12,5,1.2,5.49,0.19,25.81,142.56,5,111.8,541.56,5,0.83,5.8,0.08,44.29
366,0.0,6,91.39,715.12,5,1.2,5.49,0.09,25.9,142.56,5,111.8,541.56,5,0.83,5.8,0.17,44.46
367,0.0,6,91.39,715.12,5,1.2,5.49,0.12,26.02,142.56,5,111.8,541.56,5,0.83,5.8,0.19,44.65
368,0.0,6,91.39,715.12,5,1.2,5.49,0.12,26.14,142.56,5,111.8,541.56,5,0.83,5.8,0.23,44.88
369,0.0,6,91.39,715.12,5,1.2,5.49,0.09,26.23,142.56,5,111.8,541.56,5,0.83,5.8,0.11,44.99
370,0.0,6,91.39,715.12,5,1.2,5.49,0.06,26.29,142.56,5,111.8,541.56,5,0.83,5.8,0.04,45.03
371,0.0,6,91.39,715.12,5,1.2,5.49,0.06,26.35,142.56,5,111.8,541.56,5,0.83,5.8,0.12,45.15
372,0.0,6,91.39,715.12,5,1.2,5.49,0.04,26.39,142.56,5,111.8,541.56,5,0.83,5.8,0.12,45.27
373,0.0,6,91.39,715.12,5,1.2,5.49,0.04,26.43,142.56,5,111.8,541.56,5,0.83,5.8,0.12,45.39
374,0.0,6,91.39,715.12,5,1.2,5.49,0.06,26.49,142.56,5,111.8,541.56,5,0.83,5.8,0.0,45.39
375,0.0,6,91.39,715.12,5,1.2,5.49,0.08,26.57,142.56,5,111.8,541.56,5,0.83,5.8,0.0,45.39
376,0.0,6,91.39,715.12,5,1.2,5.49,0.08,26.65,142.56,5,111.8,541.56,5,0.83,5.8,0.0,45.39
377,0.0,6,91.39,715.12,5,1.2,5.49,0.08,26.73,142.56,5,111.8,541.56,5,0.83,5.8,0.04,45.43
378,0.0,6,91.39,715.12,5,1.2,5.49,0.0,26.73,142.56,5,111.8,541.56,5,0.83,5.8,0.04,45.47
379,0.0,6,91.39,715.12,5,1.2,5.49,0.04,26.77,142.56,5,111.8,541.56,5,0.83,5.8,0.21,45.68
380,0.0,6,91.39,715.12,6,1.64,7.13,0.06,26.83,142.56,5,111.8,541.56,5,0.83,5.8,0.17,45.85
381,0.0,6,91.39,715.12,6,1.64,7.13,0.0,26.83,142.56,5,111.8,541.56,5,0.83,5.8,0.12,45.97
382,0.0,6,91.39,715.12,6,1.64,7.13,0.0,26.83,142.56,5,111.8,541.56,5,0.83,5.8,0.04,46.01
383,0.0,6,91.39,715.12,6,1.64,7.13,0.04,26.87,142.56,5,111.8,541.56,5,0.83,5.8,0.04,46.05
384,0.0,6,91.39,715.12,6,1.64,7.13,0.09,26.96,142.56,5,111.8,541.56,5,0.83,5.8,0.0,46.05
385,0.0,6,91.39,715.12,6,1.64,7.13,0.08,27.04,142.56,5,111.8,541.56,5,0.83,5.8,0.04,46.09
386,0.0,6,91.39,715.12,6,1.64,7.13,0.12,27.16,142.56,5,111.8,541.56,5,0.83,5.8,0.09,46.18
387,0.0,6,91.39,715.12,6,1.64,7.13,0.04,27.2,142.56,5,111.8,541.56,5,0.83,5.8,0.04,46.22
388,0.0,6,91.39,715.12,6,1.64,7.13,0.11,27.31,142.56,5,111.8,541.56,5,0.83,5.8,0.04,46.26
389,0.0,6,91.39,715.12,6,1.64,7.13,0.12,27.43,142.56,5,111.8,541.56,5,0.83,5.8,0.12,46.38
390,0.0,6,91.39,715.12,6,1.64,7.13,0.11,27.54,142.56,5,111.8,541.56,5,0.83,5.8,0.04,46.42
391,0.0,6,91.39,715.12,6,1.64,7.13,0.12,27.66,142.56,5,111.8,541.56,5,0.83,5.8,0.09,46.51
392,0.0,6,91.39,715.12,6,1.64,7.13,0.06,27.72,142.56,5,111.8,541.56,5,0.83,5.8,0.09,46.6
393,0.0,6,91.39,715.12,6,1.64,7.13,0.06,27.78,142.56,5,111.8,541.56,5,0.83,5.8,0.19,46.79
394,0.0,6,91.39,715.12,6,1.64,7.13,0.06,27.84,142.56,5,111.8,541.56,5,0.83,5.8,0.04,46.83
395,0.0,6,91.39,715.12,6,1.64,7.13,0.09,27.93,142.56,5,111.8,541.56,5,0.83,5.8,0.19,47.02
396,0.0,6,91.39,715.12,6,1.64,7.13,0.06,27.99,142.56,5,111.8,541.56,5,0.83,5.8,0.27,47.29
397,0.0,6,91.39,715.12,6,1.64,7.13,0.16,28.15,142.56,5,111.8,541.56,5,0.83,5.8,0.28,47.57
398,0.0,6,91.39,715.12,6,1.64,7.13,0.06,28.21,142.56,5,111.8,541.56,5,0.83,5.8,0.16,47.73
399,0.0,6,91.39,715.12,6,1.64,7.13,0.06,28.27,142.56,5,111.8,541.56,5,0.83,5.8,0.04,47.77
400,0.0,6,91.39,715.12,6,1.64,7.13,0.04,28.31,142.56,5,111.8,541.56,5,0.83,5.8,0.0,47.77
