frame_num,player_1_last_player_distance,player_1_total_player_distance,player_2_last_player_distance,player_2_total_player_distance,player_1_number_of_shots,player_1_last_shot_speed,player_1_total_shot_speed,player_2_number_of_shots,player_2_last_shot_speed,player_2_total_shot_speed
330,0.06,22.77,0.14,39.7,4,112.92,513.16,4,100.12,447.51
331,0.14,22.91,0.11,39.81,4,112.92,513.16,4,100.12,447.51
332,0.17,23.08,0.12,39.93,4,112.92,513.16,4,100.12,447.51
333,0.14,23.22,0.12,40.05,4,112.92,513.16,4,100.12,447.51
334,0.09,23.31,0.12,40.17,4,112.92,513.16,4,100.12,447.51
335,0.09,23.4,0.12,40.29,4,112.92,513.16,4,100.12,447.51
336,0.04,23.44,0.04,40.33,4,112.92,513.16,4,100.12,447.51
337,0.06,23.5,0.09,40.42,4,112.92,513.16,4,100.12,447.51
338,0.04,23.54,0.04,40.46,4,112.92,513.16,4,100.12,447.51
339,0.04,23.58,0.04,40.5,4,112.92,513.16,4,100.12,447.51
340,0.08,23.66,0.12,40.62,4,112.92,513.16,4,100.12,447.51
341,0.12,23.78,0.09,40.71,4,112.92,513.16,4,100.12,447.51
342,0.12,23.9,0.06,40.77,4,112.92,513.16,4,100.12,447.51
343,0.16,24.06,0.04,40.81,4,112.92,513.16,4,100.12,447.51
344,0.12,24.18,0.04,40.85,4,112.92,513.16,4,100.12,447.51
345,0.14,24.32,0.04,40.89,4,112.92,513.16,4,100.12,447.51
346,0.09,24.41,0.08,40.97,4,112.92,513.16,4,100.12,447.51
347,0.12,24.53,0.09,41.06,4,112.92,513.16,4,100.12,447.51
348,0.09,24.62,0.09,41.15,4,112.92,513.16,4,100.12,447.51
349,0.04,24.66,0.14,41.29,4,112.92,513.16,4,100.12,447.51
350,0.08,24.74,0.12,41.41,4,112.92,513.16,4,100.12,447.51
351,0.04,24.78,0.09,41.5,4,112.92,513.16,4,100.12,447.51
352,0.04,24.82,0.09,41.59,4,112.92,513.16,4,100.12,447.51
353,0.04,24.86,0.09,41.68,4,112.92,513.16,4,100.12,447.51
354,0.04,24.9,0.08,41.76,4,112.92,513.16,4,100.12,447.51
355,0.08,24.98,0.09,41.85,4,112.92,513.16,4,100.12,447.51
356,0.04,25.02,0.24,42.09,4,112.92,513.16,4,100.12,447.51
357,0.04,25.06,0.09,42.18,4,112.92,513.16,4,100.12,447.51
358,0.06,25.12,0.04,42.22,4,112.92,513.16,4,100.12,447.51
359,0.04,25.16,0.09,42.31,4,112.92,513.16,4,100.12,447.51
360,0.09,25.25,0.06,42.37,4,112.92,513.16,4,100.12,447.51
361,0.04,25.29,0.12,42.49,4,112.92,513.16,4,100.12,447.51
362,0.09,25.38,0.12,42.61,4,112.92,513.16,4,100.12,447.51
363,0.08,25.46,0.12,42.73,5,91.39,604.55,4,100.12,447.51
364,0.16,25.62,0.12,42.85,5,91.39,604.55,4,100.12,447.51
365,0.16,25.78,0.09,42.94,5,91.39,604.55,4,100.12,447.51
366,0.12,25.9,0.14,43.08,5,91.39,604.55,4,100.12,447.51
367,0.09,25.99,0.19,43.27,5,91.39,604.55,4,100.12,447.51
368,0.12,26.11,0.23,43.5,5,91.39,604.55,4,100.12,447.51
369,0.09,26.2,0.11,43.61,5,91.39,604.55,4,100.12,447.51
370,0.06,26.26,0.06,43.67,5,91.39,604.55,4,100.12,447.51
371,0.06,26.32,0.04,43.71,5,91.39,604.55,4,100.12,447.51
372,0.04,26.36,0.0,43.71,5,91.39,604.55,4,100.12,447.51
373,0.04,26.4,0.04,43.75,5,91.39,604.55,4,100.12,447.51
374,0.06,26.46,0.04,43.79,5,91.39,604.55,4,100.12,447.51
375,0.08,26.54,0.0,43.79,5,91.39,604.55,4,100.12,447.51
376,0.08,26.62,0.0,43.79,5,91.39,604.55,4,100.12,447.51
377,0.08,26.7,0.06,43.85,5,91.39,604.55,4,100.12,447.51
378,0.0,26.7,0.06,43.91,5,91.39,604.55,4,100.12,447.51
379,0.04,26.74,0.17,44.08,5,91.39,604.55,4,100.12,447.51
380,0.04,26.78,0.17,44.25,5,91.39,604.55,4,100.12,447.51
381,0.04,26.82,0.12,44.37,5,91.39,604.55,4,100.12,447.51
382,0.0,26.82,0.06,44.43,5,91.39,604.55,4,100.12,447.51
383,0.04,26.86,0.0,44.43,5,91.39,604.55,4,100.12,447.51
384,0.09,26.95,0.04,44.47,5,91.39,604.55,4,100.12,447.51
385,0.08,27.03,0.04,44.51,5,91.39,604.55,4,100.12,447.51
386,0.12,27.15,0.06,44.57,5,91.39,604.55,4,100.12,447.51
387,0.04,27.19,0.04,44.61,5,91.39,604.55,4,100.12,447.51
388,0.11,27.3,0.09,44.7,5,91.39,604.55,4,100.12,447.51
389,0.12,27.42,0.04,44.74,5,91.39,604.55,4,100.12,447.51
390,0.14,27.56,0.06,44.8,5,91.39,604.55,4,100.12,447.51
391,0.09,27.65,0.09,44.89,5,91.39,604.55,4,100.12,447.51
392,0.06,27.71,0.16,45.05,5,91.39,604.55,4,100.12,447.51
393,0.06,27.77,0.19,45.24,5,91.39,604.55,4,100.12,447.51
394,0.06,27.83,0.06,45.3,5,91.39,604.55,4,100.12,447.51
395,0.11,27.94,0.16,45.46,5,91.39,604.55,4,100.12,447.51
396,0.08,28.02,0.31,45.77,5,91.39,604.55,4,100.12,447.51
397,0.08,28.1,0.23,46.0,5,91.39,604.55,4,100.12,447.51
398,0.11,28.21,0.16,46.16,5,91.39,604.55,4,100.12,447.51
399,0.06,28.27,0.06,46.22,5,91.39,604.55,4,100.12,447.51
400,0.0,28.27,0.0,46.22,5,91.39,604.55,4,100.12,447.51
401,0.06,28.33,0.04,46.26,5,91.39,604.55,4,100.12,447.51
402,0.08,28.41,0.04,46.3,5,91.39,604.55,4,100.12,447.51
403,0.09,28.5,0.04,46.34,5,91.39,604.55,4,100.12,447.51
404,0.11,28.61,0.06,46.4,5,91.39,604.55,4,100.12,447.51
405,0.14,28.75,0.06,46.46,5,91.39,604.55,4,100.12,447.51
406,0.12,28.87,0.04,46.5,5,91.39,604.55,4,100.12,447.51
407,0.08,28.95,0.0,46.5,5,91.39,604.55,4,100.12,447.51
408,0.09,29.04,0.17,46.67,5,91.39,604.55,4,100.12,447.51
409,0.04,29.08,0.06,46.73,5,91.39,604.55,4,100.12,447.51
410,0.04,29.12,0.0,46.73,5,91.39,604.55,4,100.12,447.51
411,0.0,29.12,0.04,46.77,5,91.39,604.55,4,100.12,447.51
412,0.0,29.12,0.04,46.81,5,91.39,604.55,4,100.12,447.51
413,0.06,29.18,0.12,46.93,5,91.39,604.55,4,100.12,447.51
414,0.0,29.18,0.09,47.02,5,91.39,604.55,5,112.87,560.38
415,0.06,29.24,0.09,47.11,5,91.39,604.55,5,112.87,560.38
416,0.06,29.3,0.09,47.2,5,91.39,604.55,5,112.87,560.38
417,0.09,29.39,0.04,47.24,5,91.39,604.55,5,112.87,560.38
418,0.09,29.48,0.06,47.3,5,91.39,604.55,5,112.87,560.38
419,0.08,29.56,0.04,47.34,5,91.39,604.55,5,112.87,560.38
420,0.08,29.64,0.04,47.38,5,91.39,604.55,5,112.87,560.38
421,0.08,29.72,0.04,47.42,5,91.39,604.55,5,112.87,560.38
422,0.12,29.84,0.04,47.46,5,91.39,604.55,5,112.87,560.38
423,0.08,29.92,0.08,47.54,5,91.39,604.55,5,112.87,560.38
424,0.08,30.0,0.09,47.63,5,91.39,604.55,5,112.87,560.38
425,0.04,30.04,0.16,47.79,5,91.39,604.55,5,112.87,560.38
426,0.04,30.08,0.12,47.91,5,91.39,604.55,5,112.87,560.38
427,0.06,30.14,0.11,48.02,5,91.39,604.55,5,112.87,560.38
428,0.08,30.22,0.06,48.08,5,91.39,604.55,5,112.87,560.38
429,0.04,30.26,0.09,48.17,5,91.39,604.55,5,112.87,560.38
430,0.06,30.32,0.08,48.25,5,91.39,604.55,5,112.87,560.38
431,0.04,30.36,0.06,48.31,5,91.39,604.55,5,112.87,560.38
432,0.04,30.4,0.04,48.35,5,91.39,604.55,5,112.87,560.38
433,0.04,30.44,0.06,48.41,5,91.39,604.55,5,112.87,560.38
434,0.0,30.44,0.04,48.45,5,91.39,604.55,5,112.87,560.38
435,0.04,30.48,0.12,48.57,5,91.39,604.55,5,112.87,560.38
436,0.04,30.52,0.04,48.61,5,91.39,604.55,5,112.87,560.38
437,0.06,30.58,0.06,48.67,5,91.39,604.55,5,112.87,560.38
438,0.0,30.58,0.08,48.75,5,91.39,604.55,5,112.87,560.38
439,0.06,30.64,0.16,48.91,5,91.39,604.55,5,112.87,560.38
440,0.0,30.64,0.2,49.11,5,91.39,604.55,5,112.87,560.38
441,0.04,30.68,0.09,49.2,5,91.39,604.55,5,112.87,560.38
442,0.06,30.74,0.12,49.32,5,91.39,604.55,5,112.87,560.38
443,0.04,30.78,0.17,49.49,5,91.39,604.55,5,112.87,560.38
444,0.04,30.82,0.09,49.58,6,91.61,696.16,5,112.87,560.38
445,0.12,30.94,0.09,49.67,6,91.61,696.16,5,112.87,560.38
446,0.08,31.02,0.09,49.76,6,91.61,696.16,5,112.87,560.38
447,0.14,31.16,0.16,49.92,6,91.61,696.16,5,112.87,560.38
448,0.09,31.25,0.2,50.12,6,91.61,696.16,5,112.87,560.38
449,0.09,31.34,0.09,50.21,6,91.61,696.16,5,112.87,560.38
450,0.06,31.4,0.06,50.27,6,91.61,696.16,5,112.87,560.38
451,0.06,31.46,0.0,50.27,6,91.61,696.16,5,112.87,560.38
452,0.0,31.46,0.04,50.31,6,91.61,696.16,5,112.87,560.38
453,0.06,31.52,0.0,50.31,6,91.61,696.16,5,112.87,560.38
454,0.0,31.52,0.06,50.37,6,91.61,696.16,5,112.87,560.38
455,0.04,31.56,0.12,50.49,6,91.61,696.16,5,112.87,560.38
456,0.04,31.6,0.16,50.65,6,91.61,696.16,5,112.87,560.38
457,0.08,31.68,0.2,50.85,6,91.61,696.16,5,112.87,560.38
458,0.04,31.72,0.2,51.05,6,91.61,696.16,5,112.87,560.38
459,0.04,31.76,0.22,51.27,6,91.61,696.16,5,112.87,560.38
460,0.04,31.8,0.28,51.55,6,91.61,696.16,5,112.87,560.38
461,0.09,31.89,0.11,51.66,6,91.61,696.16,5,112.87,560.38
462,0.09,31.98,0.12,51.78,6,91.61,696.16,5,112.87,560.38
463,0.11,32.09,0.09,51.87,6,91.61,696.16,5,112.87,560.38
464,0.09,32.18,0.04,51.91,6,91.61,696.16,5,112.87,560.38
465,0.0,32.18,0.12,52.03,6,91.61,696.16,5,112.87,560.38
466,0.06,32.24,0.3,52.33,6,91.61,696.16,5,112.87,560.38
467,0.04,32.28,0.22,52.55,6,91.61,696.16,5,112.87,560.38
468,0.06,32.34,0.23,52.78,6,91.61,696.16,5,112.87,560.38
469,0.09,32.43,0.16,52.94,6,91.61,696.16,5,112.87,560.38
470,0.09,32.52,0.12,53.06,6,91.61,696.16,5,112.87,560.38
471,0.12,32.64,0.16,53.22,6,91.61,696.16,5,112.87,560.38
472,0.11,32.75,0.14,53.36,6,91.61,696.16,5,112.87,560.38
473,0.14,32.89,0.12,53.48,6,91.61,696.16,5,112.87,560.38
474,0.09,32.98,0.17,53.65,6,91.61,696.16,5,112.87,560.38
475,0.12,33.1,0.17,53.82,6,91.61,696.16,5,112.87,560.38
476,0.04,33.14,0.19,54.01,6,91.61,696.16,5,112.87,560.38
477,0.09,33.23,0.09,54.1,6,91.61,696.16,5,112.87,560.38
478,0.04,33.27,0.12,54.22,6,91.61,696.16,5,112.87,560.38
479,0.04,33.31,0.09,54.31,6,91.61,696.16,5,112.87,560.38
480,0.04,33.35,0.09,54.4,6,91.61,696.16,5,112.87,560.38
481,0.06,33.41,0.31,54.71,6,91.61,696.16,5,112.87,560.38
482,0.06,33.47,0.16,54.87,6,91.61,696.16,5,112.87,560.38
483,0.11,33.58,0.06,54.93,6,91.61,696.16,5,112.87,560.38
484,0.09,33.67,0.09,55.02,6,91.61,696.16,6,114.84,675.22
485,0.08,33.75,0.06,55.08,6,91.61,696.16,6,114.84,675.22
486,0.11,33.86,0.04,55.12,6,91.61,696.16,6,114.84,675.22
487,0.11,33.97,0.06,55.18,6,91.61,696.16,6,114.84,675.22
488,0.06,34.03,0.06,55.24,6,91.61,696.16,6,114.84,675.22
489,0.09,34.12,0.08,55.32,6,91.61,696.16,6,114.84,675.22
490,0.0,34.12,0.06,55.38,6,91.61,696.16,6,114.84,675.22
491,0.0,34.12,0.12,55.5,6,91.61,696.16,6,114.84,675.22
492,0.0,34.12,0.12,55.62,6,91.61,696.16,6,114.84,675.22
493,0.04,34.16,0.0,55.62,6,91.61,696.16,6,114.84,675.22
494,0.04,34.2,0.04,55.66,6,91.61,696.16,6,114.84,675.22
495,0.04,34.24,0.08,55.74,6,91.61,696.16,6,114.84,675.22
496,0.08,34.32,0.04,55.78,6,91.61,696.16,6,114.84,675.22
497,0.12,34.44,0.12,55.9,6,91.61,696.16,6,114.84,675.22
498,0.16,34.6,0.2,56.1,6,91.61,696.16,6,114.84,675.22
499,0.19,34.79,0.09,56.19,6,91.61,696.16,6,114.84,675.22
500,0.12,34.91,0.04,56.23,6,91.61,696.16,6,114.84,675.22
501,0.12,35.03,0.09,56.32,6,91.61,696.16,6,114.84,675.22
502,0.08,35.11,0.09,56.41,6,91.61,696.16,6,114.84,675.22
503,0.17,35.28,0.0,56.41,6,91.61,696.16,6,114.84,675.22
504,0.17,35.45,0.04,56.45,6,91.61,696.16,6,114.84,675.22
505,0.23,35.68,0.04,56.49,6,91.61,696.16,6,114.84,675.22
506,0.31,35.99,0.06,56.55,6,91.61,696.16,6,114.84,675.22
507,0.22,36.21,0.06,56.61,6,91.61,696.16,6,114.84,675.22
508,0.14,36.35,0.14,56.75,6,91.61,696.16,6,114.84,675.22
509,0.12,36.47,0.17,56.92,6,91.61,696.16,6,114.84,675.22
510,0.2,36.67,0.16,57.08,6,91.61,696.16,6,114.84,675.22
511,0.21,36.88,0.17,57.25,6,91.61,696.16,6,114.84,675.22
512,0.3,37.18,0.19,57.44,6,91.61,696.16,6,114.84,675.22
513,0.25,37.43,0.11,57.55,6,91.61,696.16,6,114.84,675.22
514,0.19,37.62,0.12,57.67,6,91.61,696.16,6,114.84,675.22
515,0.17,37.79,0.14,57.81,6,91.61,696.16,6,114.84,675.22
516,0.14,37.93,0.19,58.0,7,104.58,800.74,6,114.84,675.22
517,0.12,38.05,0.12,58.12,7,104.58,800.74,6,114.84,675.22
518,0.09,38.14,0.12,58.24,7,104.58,800.74,6,114.84,675.22
519,0.09,38.23,0.14,58.38,7,104.58,800.74,6,114.84,675.22
520,0.04,38.27,0.21,58.59,7,104.58,800.74,6,114.84,675.22
521,0.06,38.33,0.24,58.83,7,104.58,800.74,6,114.84,675.22
522,0.0,38.33,0.25,59.08,7,104.58,800.74,6,114.84,675.22
523,0.04,38.37,0.23,59.31,7,104.58,800.74,6,114.84,675.22
524,0.0,38.37,0.16,59.47,7,104.58,800.74,6,114.84,675.22
525,0.0,38.37,0.12,59.59,7,104.58,800.74,6,114.84,675.22
526,0.04,38.41,0.06,59.65,7,104.58,800.74,6,114.84,675.22
527,0.0,38.41,0.04,59.69,7,104.58,800.74,6,114.84,675.22
528,0.04,38.45,0.06,59.75,7,104.58,800.74,6,114.84,675.22
529,0.04,38.49,0.0,59.75,7,104.58,800.74,6,114.84,675.22
530,0.06,38.55,0.0,59.75,7,104.58,800.74,6,114.84,675.22
531,0.06,38.61,0.0,59.75,7,104.58,800.74,6,114.84,675.22
532,0.09,38.7,0.04,59.79,7,104.58,800.74,6,114.84,675.22
533,0.11,38.81,0.06,59.85,7,104.58,800.74,6,114.84,675.22
534,0.11,38.92,0.06,59.91,7,104.58,800.74,6,114.84,675.22
535,0.16,39.08,0.04,59.95,7,104.58,800.74,6,114.84,675.22
536,0.12,39.2,0.12,60.07,7,104.58,800.74,6,114.84,675.22
537,0.16,39.36,0.06,60.13,7,104.58,800.74,6,114.84,675.22
538,0.09,39.45,0.08,60.21,7,104.58,800.74,6,114.84,675.22
539,0.09,39.54,0.04,60.25,7,104.58,800.74,6,114.84,675.22
540,0.16,39.7,0.04,60.29,7,104.58,800.74,6,114.84,675.22
541,0.14,39.84,0.04,60.33,7,104.58,800.74,6,114.84,675.22
542,0.14,39.98,0.06,60.39,7,104.58,800.74,6,114.84,675.22
543,0.19,40.17,0.06,60.45,7,104.58,800.74,6,114.84,675.22
544,0.12,40.29,0.06,60.51,7,104.58,800.74,6,114.84,675.22
545,0.08,40.37,0.0,60.51,7,104.58,800.74,6,114.84,675.22
546,0.08,40.45,0.04,60.55,7,104.58,800.74,6,114.84,675.22
547,0.06,40.51,0.08,60.63,7,104.58,800.74,6,114.84,675.22
548,0.08,40.59,0.04,60.67,7,104.58,800.74,6,114.84,675.22
549,0.09,40.68,0.0,60.67,7,104.58,800.74,6,114.84,675.22
550,0.12,40.8,0.04,60.71,7,104.58,800.74,6,114.84,675.22
551,0.12,40.92,0.06,60.77,7,104.58,800.74,7,116.0,791.22
552,0.14,41.06,0.09,60.86,7,104.58,800.74,7,116.0,791.22
553,0.14,41.2,0.08,60.94,7,104.58,800.74,7,116.0,791.22
554,0.19,41.39,0.04,60.98,7,104.58,800.74,7,116.0,791.22
555,0.17,41.56,0.08,61.06,7,104.58,800.74,7,116.0,791.22
556,0.14,41.7,0.0,61.06,7,104.58,800.74,7,116.0,791.22
557,0.09,41.79,0.04,61.1,7,104.58,800.74,7,116.0,791.22
558,0.14,41.93,0.04,61.14,7,104.58,800.74,7,116.0,791.22
559,0.11,42.04,0.0,61.14,7,104.58,800.74,7,116.0,791.22
560,0.09,42.13,0.04,61.18,7,104.58,800.74,7,116.0,791.22
561,0.06,42.19,0.0,61.18,7,104.58,800.74,7,116.0,791.22
562,0.04,42.23,0.16,61.34,7,104.58,800.74,7,116.0,791.22
563,0.04,42.27,0.31,61.65,7,104.58,800.74,7,116.0,791.22
564,0.0,42.27,0.4,62.05,7,104.58,800.74,7,116.0,791.22
565,0.08,42.35,0.16,62.21,7,104.58,800.74,7,116.0,791.22
566,0.16,42.51,0.04,62.25,7,104.58,800.74,7,116.0,791.22
567,0.09,42.6,0.0,62.25,7,104.58,800.74,7,116.0,791.22
568,0.08,42.68,0.04,62.29,7,104.58,800.74,7,116.0,791.22
569,0.0,42.68,0.0,62.29,7,104.58,800.74,7,116.0,791.22
570,0.12,42.8,0.06,62.35,7,104.58,800.74,7,116.0,791.22
571,0.08,42.88,0.0,62.35,7,104.58,800.74,7,116.0,791.22
572,0.04,42.92,0.04,62.39,7,104.58,800.74,7,116.0,791.22
573,0.06,42.98,0.04,62.43,7,104.58,800.74,7,116.0,791.22
574,0.0,42.98,0.16,62.59,7,104.58,800.74,7,116.0,791.22
575,0.0,42.98,0.16,62.75,7,104.58,800.74,7,116.0,791.22
576,0.08,43.06,0.2,62.95,7,104.58,800.74,7,116.0,791.22
577,0.09,43.15,0.19,63.14,7,104.58,800.74,7,116.0,791.22
578,0.04,43.19,0.06,63.2,7,104.58,800.74,7,116.0,791.22
579,0.04,43.23,0.04,63.24,7,104.58,800.74,7,116.0,791.22
580,0.0,43.23,0.08,63.32,7,104.58,800.74,7,116.0,791.22
581,0.0,43.23,0.04,63.36,7,104.58,800.74,7,116.0,791.22
582,0.0,43.23,0.09,63.45,7,104.58,800.74,7,116.0,791.22
583,0.04,43.27,0.12,63.57,7,104.58,800.74,7,116.0,791.22
584,0.04,43.31,0.09,63.66,7,104.58,800.74,7,116.0,791.22
585,0.04,43.35,0.04,63.7,7,104.58,800.74,7,116.0,791.22
586,0.04,43.39,0.0,63.7,7,104.58,800.74,7,116.0,791.22
587,0.0,43.39,0.28,63.98,7,104.58,800.74,7,116.0,791.22
588,0.04,43.43,0.16,64.14,7,104.58,800.74,7,116.0,791.22
589,0.0,43.43,0.09,64.23,7,104.58,800.74,7,116.0,791.22
590,0.0,43.43,0.04,64.27,7,104.58,800.74,7,116.0,791.22
